Age	Sex	Overall_Survival	Residuals
ENSG00000164032	0.147186502161147	0.00811337499979294	0.217563879335448	0.627136243503612
ENSG00000164035	0.442483846868065	0.105510653168079	0.0616980493106773	0.390307450653179
ENSG00000164037	0.327556536401652	0.235698906656345	0.0000403403702269983	0.436704216571775
ENSG00000164038	0.297853613879141	0.251762664307483	0.0223509326937131	0.428032789119663
ENSG00000164039	0.399344600159868	0.0356633177164624	0.0675197784178019	0.497472303705868
ENSG00000164040	0.0401335926396604	0.0648027792853234	0.0000809450200612786	0.894982683054955
ENSG00000164045	0.0812393656394368	0.00528457440520138	0.186336191242316	0.727139868713046
ENSG00000164048	0.546888099202772	0.0397369534027018	0.0927700131593452	0.320604934235181
ENSG00000164049	0.131381580014681	0.00276635376938201	0.330018578064052	0.535833488151885
ENSG00000164050	0.169596858467193	0.185934951982535	0.111871453256984	0.532596736293288
ENSG00000164051	0.0149477945444104	0.0867950790075957	0.0719726078487186	0.826284518599275
ENSG00000164053	0.354514982038341	0.0171508380087866	0.242560247505303	0.38577393244757
ENSG00000164054	0.0726346996747814	0.397684302324537	0.0771896935740865	0.452491304426595
ENSG00000164056	0.0233849278625963	0.416106033383191	0.00742899480038058	0.553080043953833
ENSG00000164061	0.141316133478693	0.0600990422053123	0.0660873393892449	0.73249748492675
ENSG00000164062	0.306368342102769	0.0113753160116308	0.0377579608510849	0.644498381034515
ENSG00000164066	0.228128734899162	0.0301632749005805	0.00228314855591078	0.739424841644347
ENSG00000164068	0.0122496841866256	0.112741164122446	0.0836251481530482	0.79138400353788
ENSG00000164070	0.152632801861061	0.0300677305500595	0.0136798788941514	0.803619588694728
ENSG00000164073	0.242539756194305	0.0108814299905297	0.314174734826838	0.432404078988327
ENSG00000164074	0.385972807174377	0.0187784129069165	0.00528548059503257	0.589963299323674
ENSG00000164076	0.0862029047921067	0.0269602985009886	0.0230806854569751	0.86375611124993
ENSG00000164077	0.0689301017638449	0.00367714904806739	0.0021996192495397	0.925193129938548
ENSG00000164078	0.33070136945593	0.000385026904391994	0.0226625893525379	0.64625101428714
ENSG00000164080	0.503132394188933	0.217085420277971	0.0611968378796141	0.218585347653482
ENSG00000164081	0.132177243683081	0.14173999949552	0.309662677576514	0.416420079244886
ENSG00000164082	0.132915709700458	0.0670496567092298	0.0973200097837271	0.702714623806585
ENSG00000164086	0.123721191066443	0.0146848782758869	0.0117132891193586	0.849880641538312
ENSG00000164087	0.291889869932149	0.382875818745646	0.0494963381929563	0.275737973129249
ENSG00000164088	0.202179301731782	0.232570286047917	0.0326856103981642	0.532564801822137
ENSG00000164089	0.276972134311687	0.00110550077035361	0.303456361656891	0.418466003261069
ENSG00000164091	0.00761090761213796	0.0169531323760131	0.0477172347161202	0.927718725295729
ENSG00000164093	0.177941281122037	0.0629128271212938	0.226486177636658	0.532659714120012
ENSG00000164096	0.114015218491987	0.026530867230436	0.186586128656631	0.672867785620946
ENSG00000164099	0.00945753885880673	0.171664835686323	0.00405185349311746	0.814825771961753
ENSG00000164100	0.125806493167808	0.104193248291685	0.0531335276770157	0.716866730863492
ENSG00000164104	0.149913836228082	0.0771762937496841	0.150033136663775	0.62287673335846
ENSG00000164105	0.302360216850244	0.477933696004743	0.000136820155530974	0.219569266989482
ENSG00000164106	0.373418930895225	0.00019150151951909	0.0931290710636396	0.533260496521616
ENSG00000164107	0.149209721349854	0.0138475046922275	0.256464269843824	0.580478504114095
ENSG00000164109	0.550463725091516	0.11706544633375	0.0301386009851184	0.302332227589615
ENSG00000164111	0.157757694740611	0.0704343845043986	0.00255573400136636	0.769252186753624
ENSG00000164112	0.127338651774672	0.0940274764149014	0.000302981366492464	0.778330890443934
ENSG00000164114	0.170173694718228	0.340530764928085	0.0260045256207497	0.463291014732938
ENSG00000164116	0.135663444731718	0.126758516753021	0.0536871433588145	0.683890895156446
ENSG00000164117	0.362764308974399	0.0363150546344503	0.000510378344302713	0.600410258046848
ENSG00000164118	0.146463212565449	0.0023248355914261	0.03781643689617	0.813395514946955
ENSG00000164120	0.638189225407625	0.0273984970932608	0.116783185793956	0.217629091705158
ENSG00000164122	0.441130242478738	0.0866362636118424	0.159399851585916	0.312833642323503
ENSG00000164124	0.0855453568327835	0.130488491686463	0.00123262867608631	0.782733522804668
ENSG00000164125	0.249542667066285	0.316046284654204	0.0890551426724864	0.345355905607025
ENSG00000164128	0.129941390795894	0.0896459260600417	0.0549360247398163	0.725476658404248
ENSG00000164129	0.113316642419197	0.0576411880913765	0.0407430624428572	0.788299107046569
ENSG00000164134	0.285129616279155	0.00415747992744546	0.207554153674713	0.503158750118686
ENSG00000164136	0.164534630409642	0.092761985683277	0.152850726118553	0.589852657788528
ENSG00000164142	0.000810710619733322	0.530955143649381	0.000396770861956406	0.467837374868929
ENSG00000164144	0.397115903069384	0.00239854926390742	0.00586080217532987	0.594624745491379
ENSG00000164151	0.16783312825092	0.447442833024581	0.165997375713157	0.218726663011341
ENSG00000164161	0.0562329568105524	0.0583083506596613	0.0795948101661179	0.805863882363668
ENSG00000164162	0.00803448743224735	0.395635614017019	0.00383049616732036	0.592499402383413
ENSG00000164163	0.220232876744192	0.107640607385415	0.154657900338396	0.517468615531997
ENSG00000164164	0.499927380995486	0.0265081313890744	0.0838739988819479	0.389690488733492
ENSG00000164167	0.173855224220883	0.0452049776458338	0.0464690887365427	0.734470709396741
ENSG00000164168	0.187487537549486	0.000232815042956732	0.00448163236228061	0.807798015045277
ENSG00000164169	0.312722270355473	0.00122411123382117	0.431815304234459	0.254238314176247
ENSG00000164171	0.161726295823807	0.280028270420347	0.216010945379949	0.342234488375897
ENSG00000164172	0.477105196101446	0.27777478821575	0.0570522910185631	0.188067724664241
ENSG00000164175	0.196165918622619	0.260214903007315	0.217931813699404	0.325687364670662
ENSG00000164176	0.133588167016074	0.143494200871675	0.00187124526287085	0.72104638684938
ENSG00000164180	0.300164702844123	0.212142011499547	0.0721549756299761	0.415538310026354
ENSG00000164181	0.283092719054607	0.000545825677322121	0.0712002230540798	0.645161232213991
ENSG00000164182	0.910156976151108	0.0553982166381854	0.0225631682063858	0.011881639004321
ENSG00000164185	0.314075066347447	0.00679561955904163	0.0698277464103685	0.609301567683143
ENSG00000164187	0.242790726828342	0.282666183730219	0.0181914297102731	0.456351659731166
ENSG00000164188	0.248229524129127	0.232192575099451	0.000603570875766852	0.518974329895655
ENSG00000164190	0.452846774316356	0.0056171075128354	0.0796640232048991	0.461872094965909
ENSG00000164197	0.281987483747828	0.0254875788768218	0.289009455163612	0.403515482211738
ENSG00000164199	0.337875289257812	0.0828157288921314	0.280209785640914	0.299099196209143
ENSG00000164209	0.464457399682888	0.0533175687255652	0.145001034231295	0.337223997360252
ENSG00000164211	0.217948720008763	0.121515405126807	0.00173002689364441	0.658805847970786
ENSG00000164219	0.149819470669555	0.13776914566575	0.256686863694968	0.455724519969727
ENSG00000164220	0.0386057541119443	0.240079332947717	0.000324599520995851	0.720990313419343
ENSG00000164221	0.204686146938462	0.0254454331418624	0.351696964842962	0.418171455076714
ENSG00000164236	0.121417839759451	0.0527784688350101	0.0065736477080868	0.819230043697453
ENSG00000164237	0.227233767014803	0.155517942157221	0.0645232223152554	0.55272506851272
ENSG00000164241	0.191845517600507	0.198516153286962	0.258471846271497	0.351166482841034
ENSG00000164244	0.220110193724533	0.0306670129631037	0.15155065638544	0.597672136926923
ENSG00000164251	0.0665192013703583	0.0530606027533148	0.137715004607898	0.742705191268428
ENSG00000164252	0.343497143246698	0.259951903164104	0.145584923476524	0.250966030112675
ENSG00000164253	0.0460543883039138	0.0000827610569582353	0.617648058852592	0.336214791786536
ENSG00000164258	0.329418457826945	0.00577314908017874	0.218433575471634	0.446374817621243
ENSG00000164265	0.0802200247000535	0.0484992715343507	0.265852684153518	0.605428019612078
ENSG00000164266	0.00000000000000000000000000000000350035161366705	0.454545454545455	0.00000000000000000000000000000000011626477347902	0.545454545454546
ENSG00000164270	0.189648979993995	0.00756704292610213	0.0395859490269635	0.76319802805294
ENSG00000164283	0.12720043116151	0.135012422270428	0.143237953486124	0.594549193081938
ENSG00000164284	0.346231001629471	0.0588689061973464	0.292014535858314	0.302885556314869
ENSG00000164287	0.346348597805805	0.234413604969975	0.12234550197817	0.29689229524605
ENSG00000164291	0.146970363339562	0.116872595813268	0.343805214755503	0.392351826091667
ENSG00000164292	0.254224812254587	0.377850799128144	0.0654024274495229	0.302521961167746
ENSG00000164294	0.0815021627869683	0.00358232700072722	0.0771261184482901	0.837789391764014
ENSG00000164296	0.1012779611209	0.000966136335097349	0.391166201363679	0.506589701180324
ENSG00000164300	0.143048925348784	0.14117492806227	0.340530082890456	0.37524606369849
ENSG00000164303	0.738109312252527	0.0842590203469342	0.0212286140675401	0.156403053332999
ENSG00000164304	0.178572090088377	0.139092955054638	0.076137496656138	0.606197458200847
ENSG00000164305	0.119069788226754	0.00893940720361609	0.113410980188119	0.758579824381511
ENSG00000164306	0.389753701039528	0.404260600760438	0.135962101325148	0.070023596874886
ENSG00000164307	0.441925495327961	0.0664268044836487	0.00318674585760125	0.488460954330789
ENSG00000164308	0.218179235307651	0.0873001810456442	0.0493877346239293	0.645132849022775
ENSG00000164309	0.292217563502668	0.0651299852473683	0.177716701979626	0.464935749270337
ENSG00000164318	0.344848466966557	0.0931362511108492	0.0045500060252331	0.557465275897361
ENSG00000164323	0.461754707547076	0.170798727669385	0.000123277690699479	0.367323287092839
ENSG00000164325	0.336628048286478	0.273839423154824	0.165924005509196	0.223608523049502
ENSG00000164326	0.107421060828534	0.0343905576899927	0.0156067458120472	0.842581635669426
ENSG00000164327	0.72097672551475	0.00131664162804016	0.00877067838602423	0.268935954471186
ENSG00000164329	0.314145291128261	0.0869589192977316	0.00744339885253314	0.591452390721475
ENSG00000164330	0.525209073567132	0.000473799754692574	0.0081298201691134	0.466187306509062
ENSG00000164331	0.119947156043493	0.429725381381729	0.283659158157187	0.166668304417591
ENSG00000164332	0.513085186266399	0.228277547676627	0.00264078021514143	0.255996485841832
ENSG00000164334	0.416118672579905	0.0489371463526533	0.176173726869552	0.35877045419789
ENSG00000164338	0.262149362223508	0.237055838575277	0.121158049596814	0.3796367496044
ENSG00000164342	0.0585598990430261	0.0098146443479406	0.0544201718583146	0.877205284750719
ENSG00000164344	0.0440439230101999	0.103488781680677	0.206330048267344	0.646137247041779
ENSG00000164346	0.0932421543123809	0.00348902418491094	0.650400954222909	0.252867867279799
ENSG00000164347	0.157641675620055	0.274425053107178	0.0950026847850155	0.472930586487751
ENSG00000164362	0.428660204184113	0.0551471761768124	0.16226508854152	0.353927531097555
ENSG00000164366	0.231491538730069	0.0483798214344077	0.255847479227337	0.464281160608186
ENSG00000164379	0.210854522834785	0.0493268259953228	0.0692862317542917	0.670532419415601
ENSG00000164385	0.198985994609958	0.0338279508173112	0.0606210388037031	0.706565015769028
ENSG00000164398	0.165293095145568	0.00505647746188516	0.182667845760612	0.646982581631935
ENSG00000164402	0.14537055655568	0.0324125237716066	0.0594675193399444	0.762749400332769
ENSG00000164403	0.0382518769032122	0.217105050463932	0.0466839566002381	0.697959116032618
ENSG00000164404	0.592049516645541	0.02574403502133	0.00338091254499243	0.378825535788137
ENSG00000164405	0.0302041626351831	0.10805594200437	0.00852032567032585	0.853219569690121
ENSG00000164406	0.34973482617949	0.134089821324512	0.261155180643063	0.255020171852936
ENSG00000164411	0.113666664130691	0.13197689697975	0.042950060542372	0.711406378347187
ENSG00000164414	0.414298542095073	0.147072140533057	0.17839389347398	0.26023542389789
ENSG00000164418	0.0469387468897292	0.0785547140140182	0.237900936528709	0.636605602567543
ENSG00000164430	0.162013463111039	0.253358883189102	0.00332227178107495	0.581305381918784
ENSG00000164434	0.0671731454208105	0.270656599412143	0.0289625154780814	0.633207739688965
ENSG00000164440	0.36956109745729	0.25930616058557	0.0392277759629711	0.331904965994169
ENSG00000164442	0.139796033014468	0.0333576650689323	0.0363938243467034	0.790452477569896
ENSG00000164458	0.295838530445629	0.0816419095135502	0.293910874248781	0.32860868579204
ENSG00000164463	0.284665135209818	0.0521453041047698	0.0211060993090475	0.642083461376365
ENSG00000164465	0.57469012607972	0.0309207957997969	0.00843110739536498	0.385957970725118
ENSG00000164466	0.119921027213442	0.00000807124491378215	0.297182431085136	0.582888470456508
ENSG00000164483	0.686076972791109	0.0939030738920452	0.167745774308418	0.0522741790084287
ENSG00000164484	0.217723688342819	0.00133827585008374	0.13165380242626	0.649284233380837
ENSG00000164488	0.0841185352050393	0.010163222836996	0.0770305696211618	0.828687672336803
ENSG00000164494	0.427200201312777	0.057816197791505	0.181864610074468	0.33311899082125
ENSG00000164506	0.218484941528735	0.00682805974654069	0.115757549365883	0.658929449358841
ENSG00000164508	0.217461081688332	0.0802439415824105	0.0821697961803884	0.620125180548869
ENSG00000164509	0.0881585670434527	0.138477732081688	0.0487861333127263	0.724577567562133
ENSG00000164512	0.187177674591138	0.0993667316108255	0.0958293278712531	0.617626265926784
ENSG00000164520	0.138950803467599	0.0369632629856935	0.0213337134353695	0.802752220111337
ENSG00000164530	0.416245431343992	0.181820264217321	0.279003073045415	0.122931231393272
ENSG00000164535	0.366841182344369	0.0198880100973076	0.0000180702813759551	0.613252737276947
ENSG00000164542	0.14457687577817	0.00535965800346	0.107015843720444	0.743047622497926
ENSG00000164543	0.0836748421755208	0.00246900354426639	0.123741747632827	0.790114406647386
ENSG00000164548	0.822995474987106	0.00000771816563891116	0.00557372735377003	0.171423079493485
ENSG00000164556	0.340959431400174	0.0248104088538869	0.0668391331301183	0.567391026615821
ENSG00000164574	0.0793970540068499	0.012346679074016	0.145983616886624	0.76227265003251
ENSG00000164576	0.147912362102798	0.175128520419877	0.000213169982164585	0.676745947495159
ENSG00000164587	0.189438375656117	0.0317109519251127	0.164459428670616	0.614391243748154
ENSG00000164588	0.151210152397343	0.0952424986839673	0.0203509853506495	0.73319636356804
ENSG00000164591	0.280070217126215	0.27152872267212	0.171735434198898	0.276665626002768
ENSG00000164597	0.149523740595449	0.0325823746715774	0.000072773159212188	0.817821111573761
ENSG00000164600	0.153618906496157	0.00661387342191427	0.195555119535744	0.644212100546185
ENSG00000164603	0.459221897446915	0.00713199378088301	0.0591375246891116	0.474508584083091
ENSG00000164604	0.116855342332106	0.201207335565812	0.0658092844519211	0.616128037650161
ENSG00000164609	0.501873507858727	0.157821275519082	0.0575181047964371	0.282787111825754
ENSG00000164610	0.305028313048828	0.123489679803955	0.128699839436437	0.44278216771078
ENSG00000164611	0.238860717244011	0.00845209149208677	0.399432254889656	0.353254936374246
ENSG00000164615	0.370566004026332	0.0039861373333669	0.00285994477961338	0.622587913860687
ENSG00000164619	0.110277236282783	0.00112729540265115	0.106672310019251	0.781923158295315
ENSG00000164620	0.080565302688593	0.0252472787532478	0.222019508172817	0.672167910385342
ENSG00000164621	0.1399615586231	0.0139786825091735	0.0503232570330244	0.795736501834702
ENSG00000164626	0.25158656470247	0.00684486245716679	0.238897423369953	0.50267114947041
ENSG00000164627	0.190471452126613	0.127552090104147	0.0731234589484108	0.608852998820829
ENSG00000164631	0.270731878166242	0.00251076613649531	0.000844734196323606	0.72591262150094
ENSG00000164638	0.0481262862858782	0.603490701843201	0.0655736373797128	0.282809374491208
ENSG00000164647	0.129469694562695	0.0100212786658471	0.0203997817551643	0.840109245016294
ENSG00000164649	0.395636856217845	0.0596931016007872	0.00186051198256418	0.542809530198804
ENSG00000164651	0.386559774587582	0.000737285447503924	0.0424965129841695	0.570206426980744
ENSG00000164654	0.282876800527168	0.0476412238333069	0.0386113853862501	0.630870590253275
ENSG00000164659	0.368212839530507	0.170993006184482	0.062865331912225	0.397928822372787
ENSG00000164663	0.590947040731365	0.0167877066778248	0.0175240866054322	0.374741165985378
ENSG00000164669	0.173762377986264	0.0000112840469648662	0.0000406225690735087	0.826185715397697
ENSG00000164674	0.106843427586956	0.17337035546945	0.0150785658673628	0.70470765107623
ENSG00000164675	0.207235441711354	0.0682269807826935	0.244375802799222	0.48016177470673
ENSG00000164683	0.124494880808107	0.0238801565722813	0.0855391764832627	0.766085786136349
ENSG00000164684	0.0511076336994704	0.00852080604874989	0.121487869793962	0.818883690457818
ENSG00000164687	0.268619647179328	0.0391933013138028	0.0306932895422872	0.661493761964582
ENSG00000164690	0.173400629254818	0.541926834753075	0.0783828956774661	0.206289640314641
ENSG00000164691	0.321497129225515	0.0000565235723050118	0.0395383422677579	0.638908004934423
ENSG00000164692	0.130202952242226	0.00287560893988514	0.0483203029322977	0.818601135885591
ENSG00000164694	0.0373322808465702	0.293081233233361	0.0214848239352522	0.648101661984816
ENSG00000164695	0.395983493925496	0.00243762749093445	0.0680158924964091	0.533562986087161
ENSG00000164707	0.126601666290097	0.0360043514591669	0.040380043622899	0.797013938627837
ENSG00000164708	0.289145537978019	0.261445303086627	0.178584435994387	0.270824722940967
ENSG00000164713	0.26412438949894	0.348038969174919	0.0157079249401832	0.372128716385958
ENSG00000164715	0.343646872553756	0.024718785849307	0.0203548901329328	0.611279451464004
ENSG00000164729	0.126698941323624	0.186825451975814	0.191496769860488	0.494978836840074
ENSG00000164733	0.13412987249555	0.188179756986263	0.0159634682747593	0.661726902243427
ENSG00000164736	0.229385638725342	0.00353646153556344	0.362152047306813	0.404925852432282
ENSG00000164741	0.226635510083909	0.0119259517705072	0.376359105809866	0.385079432335718
ENSG00000164742	0.168442622795209	0.0662128918273963	0.0832216889923718	0.682122796385023
ENSG00000164743	0.297904531589674	0.160363270667418	0.105036071284088	0.436696126458819
ENSG00000164744	0.295838530445629	0.0816419095135503	0.293910874248781	0.32860868579204
ENSG00000164746	0.0839658606320029	0.30566379774516	0.32813634191882	0.282233999704016
ENSG00000164749	0.163399081387171	0.00862167177554312	0.151706609952062	0.676272636885223
ENSG00000164751	0.164896369197438	0.146732219329424	0.00387511172247834	0.68449629975066
ENSG00000164754	0.0768260397009362	0.3712373715367	0.199226534573983	0.352710054188381
ENSG00000164756	0.162637834032923	0.0189159691365792	0.456164668307518	0.362281528522979
ENSG00000164758	0.617781611450107	0.0158111683262345	0.0134567728501615	0.352950447373497
ENSG00000164761	0.227636025098556	0.0366586014173941	0.0273580573612126	0.708347316122838
ENSG00000164764	0.474414850090804	0.0152643362845109	0.0297433495258332	0.480577464098852
ENSG00000164776	0.343740475501392	0.305757578183296	0.00396371718143231	0.346538229133879
ENSG00000164778	0.194698945212877	0.0198092827763775	0.00787911537306546	0.777612656637681
ENSG00000164794	0.162693965339582	0.0547772346067163	0.0623601609215616	0.72016863913214
ENSG00000164796	0.308654876386595	0.0127112622696274	0.226492941339464	0.452140920004314
ENSG00000164808	0.0196193065156856	0.304656754325966	0.0347522017429623	0.640971737415386
ENSG00000164815	0.678086700920051	0.0182348030657745	0.0577751915508045	0.24590330446337
ENSG00000164818	0.150111684828836	0.304201152820742	0.0874042820682401	0.458282880282182
ENSG00000164821	0.1399615586231	0.0139786825091735	0.0503232570330245	0.795736501834702
ENSG00000164823	0.0968460148131769	0.293575158105196	0.235356488246694	0.374222338834933
ENSG00000164828	0.163933155419042	0.150183700844711	0.0174137721602737	0.668469371575974
ENSG00000164830	0.120869242839728	0.0670954840248589	0.00864896114829343	0.80338631198712
ENSG00000164841	0.329666420097211	0.000856855962626872	0.283923313432717	0.385553410507444
ENSG00000164849	0.169933963754794	0.37688095855884	0.166492281672808	0.286692796013558
ENSG00000164850	0.295851319797775	0.133700350165136	0.141653338401811	0.428794991635278
ENSG00000164853	0.476898210971714	0.237773540467403	0.0000000000000000000000000000000055707644715252	0.285328248560883
ENSG00000164855	0.0789469066574697	0.171974050056383	0.029011151016404	0.720067892269743
ENSG00000164867	0.13008201822764	0.00177690865643403	0.00367884547247748	0.864462227643449
ENSG00000164877	0.0660441661029778	0.756534487888371	0.0225795962211198	0.154841749787532
ENSG00000164879	0.385095281644831	0.122652401459438	0.260783202885835	0.231469114009896
ENSG00000164880	0.262905145991822	0.26508543879715	0.198383449274855	0.273625965936174
ENSG00000164885	0.59723935625007	0.00860175580202453	0.0560158830065143	0.338143004941391
ENSG00000164889	0.168615084203194	0.454367910999665	0.0000388745991493782	0.376978130197992
ENSG00000164893	0.1399615586231	0.0139786825091735	0.0503232570330245	0.795736501834702
ENSG00000164896	0.141263606361145	0.333087094699387	0.000474780818976571	0.525174518120492
ENSG00000164897	0.353777658288616	0.000690744871526148	0.222824876874848	0.42270671996501
ENSG00000164898	0.237290235242451	0.10931065613373	0.0581857956973211	0.595213312926498
ENSG00000164900	0.416118672579905	0.0489371463526533	0.176173726869552	0.35877045419789
ENSG00000164902	0.365677688059574	0.175553368764549	0.0840023390061137	0.374766604169763
ENSG00000164904	0.197165630604321	0.0119661112359264	0.157174852910061	0.633693405249691
ENSG00000164916	0.153861557583174	0.0456567417229608	0.00717328175416054	0.793308418939704
ENSG00000164919	0.194044941157031	0.171682058415851	0.0117454316105971	0.622527568816521
ENSG00000164920	0.288838528591354	0.00809262738421372	0.248372994813319	0.454695849211113
ENSG00000164924	0.108557960380093	0.287628200645685	0.164393833453015	0.439420005521208
ENSG00000164929	0.506146137852003	0.0692522403760859	0.0491207584021957	0.375480863369715
ENSG00000164930	0.0383740892677948	0.00146516090233843	0.0177403997836583	0.942420350046208
ENSG00000164932	0.110098667989386	0.189434001439428	0.0740877784533893	0.626379552117797
ENSG00000164933	0.162899248581458	0.0665413852191476	0.00000144714703652316	0.770557919052358
ENSG00000164934	0.195143878977848	0.050407259532387	0.14087156945843	0.613577292031335
ENSG00000164935	0.389540431650126	0.0677519820537391	0.038549516637196	0.504158069658939
ENSG00000164938	0.0626858741733417	0.112989789644938	0.244612754419765	0.579711581761956
ENSG00000164941	0.181924397437343	0.137236811417027	0.28442590762514	0.39641288352049
ENSG00000164944	0.437893835125151	0.242128800579872	0.000367958439744173	0.319609405855232
ENSG00000164946	0.140228554477988	0.0766698601259653	0.500217447072066	0.282884138323981
ENSG00000164949	0.0405951474322541	0.0344978255399315	0.0585644015298014	0.866342625498013
ENSG00000164951	0.225561977508528	0.188394660299398	0.010512916029472	0.575530446162602
ENSG00000164953	0.139925615898322	0.0513759581169386	0.317885038006783	0.490813387977957
ENSG00000164961	0.2324449704984	0.164211698476366	0.06915190470091	0.534191426324324
ENSG00000164967	0.181326502506086	0.0130217005115265	0.0439532615202142	0.761698535462173
ENSG00000164970	0.128847330427473	0.0177486333893771	0.101964211764069	0.751439824419081
ENSG00000164972	0.400868631270042	0.149134507694307	0.00311239984916176	0.446884461186488
ENSG00000164975	0.403417906802652	0.0616785995242518	0.337577067830548	0.197326425842549
ENSG00000164976	0.422294383221185	0.0430286936943593	0.0576562561270415	0.477020666957414
ENSG00000164978	0.0476001793181229	0.174052010401464	0.0230889229869372	0.755258887293476
ENSG00000164983	0.0828799808949894	0.29994198680339	0.302487210881974	0.314690821419646
ENSG00000164985	0.342979232875153	0.057839296335596	0.229646500512919	0.369534970276332
ENSG00000164989	0.0324547584765152	0.00351762350529797	0.118146789461963	0.845880828556224
ENSG00000165006	0.173077824787263	0.0728065916733597	0.00499280515263386	0.749122778386743
ENSG00000165023	0.0850975359896499	0.00236316634866562	0.16932643389045	0.743212863771234
ENSG00000165025	0.11746636345656	0.03364591150143	0.0164491247454214	0.832438600296589
ENSG00000165028	0.0578784419446533	0.00189166428925346	0.219773784441764	0.72045610932433
ENSG00000165029	0.69700518275695	0.000225752321225747	0.00075766869854647	0.302011396223278
ENSG00000165030	0.281559010910506	0.0993836542052426	0.0127593538586652	0.606297981025586
ENSG00000165046	0.0872420022078601	0.401842919892418	0.273048582689859	0.237866495209862
ENSG00000165055	0.158050020283623	0.201647016814367	0.056034863087512	0.584268099814498
ENSG00000165059	0.1399615586231	0.0139786825091735	0.0503232570330244	0.795736501834702
ENSG00000165060	0.406739602023181	0.000641957679222929	0.110558942449711	0.482059497847885
ENSG00000165061	0.0925086732689279	0.0785736929647027	0.0298756021165392	0.79904203164983
ENSG00000165066	0.186452823541002	0.0190576132040366	0.0704530226221349	0.724036540632827
ENSG00000165071	0.158776754945548	0.0100239305812511	0.000271708547796064	0.830927605925405
ENSG00000165072	0.065324785777945	0.000360296635229866	0.000227670827546002	0.934087246759279
ENSG00000165076	0.1399615586231	0.0139786825091735	0.0503232570330245	0.795736501834702
ENSG00000165078	0.297072593072969	0.0918230041793818	0.110789131505361	0.500315271242288
ENSG00000165084	0.817670087015451	0.0727403432244415	0.0246826139608041	0.0849069557993037
ENSG00000165091	0.827265453838986	0.0165888378889085	0.109931852605622	0.0462138556664837
ENSG00000165092	0.197863299598095	0.218383696800461	0.0291764715197478	0.554576532081696
ENSG00000165097	0.0507408243762952	0.151740660049627	0.210571343004585	0.586947172569493
ENSG00000165102	0.166611793800602	0.177705354948899	0.0708613799214369	0.584821471329062
ENSG00000165105	0.0435852731606968	0.0284261966169107	0.00886330638447756	0.919125223837915
ENSG00000165113	0.175384913199155	0.0118137241572145	0.437396850158803	0.375404512484828
ENSG00000165115	0.461313380557105	0.00841636506736526	0.0404228015747901	0.48984745280074
ENSG00000165118	0.265503633173834	0.0237269068364054	0.0558003237994698	0.654969136190291
ENSG00000165119	0.172411264245558	0.0692033197535338	0.239437286337336	0.518948129663573
ENSG00000165120	0.1399615586231	0.0139786825091736	0.0503232570330246	0.795736501834702
ENSG00000165121	0.254218055421486	0.000185753127280261	0.0794409185386211	0.666155272912613
ENSG00000165124	0.215899906166829	0.00597463873978094	0.0254662448767731	0.752659210216617
ENSG00000165125	0.0557092326874626	0.0102154317023893	0.267972190989804	0.666103144620344
ENSG00000165131	0.1399615586231	0.0139786825091735	0.0503232570330246	0.795736501834702
ENSG00000165138	0.00858308808554716	0.0758191549618716	0.0233916829184782	0.892206074034103
ENSG00000165140	0.208882781982989	0.0818018852197347	0.224043302503135	0.485272030294142
ENSG00000165152	0.110171003437546	0.0561077021187205	0.0116073956292029	0.822113898814531
ENSG00000165156	0.0545164811316996	0.331059770967374	0.180408848572624	0.434014899328303
ENSG00000165164	0.488191733577081	0.0298329007849614	0.145379305304308	0.33659606033365
ENSG00000165168	0.100286415872546	0.00486146179690436	0.0775769903010849	0.817275132029465
ENSG00000165169	0.240674616787192	0.217802228242967	0.109811837113256	0.431711317856585
ENSG00000165171	0.0892655604954022	0.025429922582034	0.00423537518038894	0.881069141742175
ENSG00000165175	0.236976041641593	0.0952398996142306	0.00588072943375206	0.661903329310425
ENSG00000165178	0.261146905838741	0.160133005883721	0.00489804612483792	0.5738220421527
ENSG00000165181	0.128874418014524	0.380147363488251	0.128034684359388	0.362943534137837
ENSG00000165185	0.0375986414720102	0.00764139104622659	0.0412353118891835	0.91352465559258
ENSG00000165186	0.76049597432856	0.0683383944804843	0.00247914808048389	0.168686483110472
ENSG00000165188	0.73179262171494	0.0000412805842437747	0.00166901206523371	0.266497085635583
ENSG00000165192	0.0634805440951587	0.208174332101714	0.0228244652926412	0.705520658510486
ENSG00000165194	0.456966163622569	0.0577838296456776	0.12853041454197	0.356719592189784
ENSG00000165195	0.237868279592207	0.111964759386464	0.0585493826429882	0.591617578378341
ENSG00000165197	0.27283420832415	0.0388681741702135	0.0117096209919292	0.676587996513707
ENSG00000165204	0.416118672579905	0.0489371463526533	0.176173726869552	0.35877045419789
ENSG00000165209	0.123238371398094	0.098374734216842	0.0148396110097808	0.763547283375283
ENSG00000165215	0.000000000000000000000000000000031038389441764	0.454545454545454	0.00000000000000000000000000000000882830585694297	0.545454545454546
ENSG00000165219	0.392607333969375	0.0412268793391574	0.150450382468777	0.415715404222691
ENSG00000165233	0.245721829516128	0.618316340517455	0.000368256560613662	0.135593573405803
ENSG00000165238	0.0267954824149891	0.04224781781184	0.00300802310111011	0.927948676672061
ENSG00000165240	0.34920578734431	0.138079120442976	0.0698251722219958	0.442889919990718
