Age	Sex	Overall_Survival	Residuals
ENSG00000007062	0.0398415700186772	0.547667893763318	0.0470737573634153	0.365416778854589
ENSG00000007080	0.0406945437771178	0.338802746913562	0.0129031301244604	0.607599579184859
ENSG00000007129	0.72435259787998	0.0627630873606849	0.0608888755510164	0.151995439208319
ENSG00000007168	0.198351367458679	0.331116739415322	0.000373894961448657	0.470157998164551
ENSG00000007171	0.251340311875799	0.0954607183712271	0.0690982305561592	0.584100739196815
ENSG00000007174	0.217015345504834	0.000195421298321978	0.0222402475300002	0.760548985666844
ENSG00000007202	0.320096402012069	0.0721542200137626	0.01364165191651	0.594107726057659
ENSG00000007237	0.166298758067143	0.192712447506223	0.0196120378139688	0.621376756612665
ENSG00000007255	0.257178186807801	0.353240887504136	0.0196265640614762	0.369954361626587
ENSG00000007264	0.151293560926548	0.0556839856297673	0.139290682841873	0.653731770601812
ENSG00000007312	0.408588004300295	0.294940108357354	0.170566838674863	0.125905048667488
ENSG00000007314	0.23644539192607	0.320764758097643	0.0119956788722624	0.430794171104024
ENSG00000007341	0.280751583793812	0.0296375113572507	0.0308570657171227	0.658753839131815
ENSG00000007350	0.938552859350341	0.00567588335199354	0.0204331800671768	0.0353380772304882
ENSG00000007372	0.217197102653384	0.404499276134043	0.00340679038728484	0.374896830825288
ENSG00000007376	0.106885827114511	0.172623563712423	0.113462481491087	0.607028127681979
ENSG00000007384	0.154328275926823	0.197634129655247	0.0799603145054984	0.568077279912432
ENSG00000007392	0.0688343282781313	0.0697672326412667	0.0320525171958064	0.829345921884796
ENSG00000007402	0.0381352021611445	0.226040935602691	0.00405827526964899	0.731765586966516
ENSG00000007516	0.109153624954964	0.131959701953164	0.0131181372583348	0.745768535833537
ENSG00000007520	0.277240996028782	0.0095763262611336	0.365224307119941	0.347958370590143
ENSG00000007541	0.134272093741379	0.000824396835331487	0.0578240443312038	0.807079465092085
ENSG00000007545	0.435010847798622	0.23892004082448	0.106002443204496	0.220066668172401
ENSG00000007866	0.202435643585204	0.149346343132152	0.0111755855073653	0.637042427775279
ENSG00000007908	0.31244324591185	0.0526673023857936	0.189602288588857	0.4452871631135
ENSG00000007923	0.141382339856843	0.109405816206872	0.00296229198744305	0.746249551948842
ENSG00000007933	0.368163628153218	0.320884218034808	0.0134972487016003	0.297454905110373
ENSG00000007944	0.240058345642879	0.0489719705866122	0.106980789090388	0.60398889468012
ENSG00000007952	0.217461081688332	0.0802439415824106	0.0821697961803886	0.620125180548869
ENSG00000007968	0.135035661799472	0.00347035641406649	0.136244520418781	0.72524946136768
ENSG00000008018	0.0813009736492184	0.0884451698695388	0.380600867178948	0.449652989302295
ENSG00000008056	0.179551629088457	0.107500019237231	0.0422560466957727	0.670692304978539
ENSG00000008083	0.323992411636869	0.193376416014579	0.142014218946366	0.340616953402186
ENSG00000008086	0.0637384422946004	0.0351400867663175	0.171231324875444	0.729890146063638
ENSG00000008118	0.248863884322987	0.164779816751709	0.0630205993408654	0.523335699584438
ENSG00000008128	0.161083501804805	0.0411145017100966	0.000394763135533138	0.797407233349565
ENSG00000008130	0.280422017281156	0.00000215001501513389	0.295155732199951	0.424420100503877
ENSG00000008196	0.54686737574045	0.00540457876658908	0.0191945473968057	0.428533498096155
ENSG00000008226	0.160063271046906	0.00152294055755424	0.0252248082782773	0.813188980117262
ENSG00000008256	0.433420565090611	0.0469339206373422	0.0224482547214739	0.497197259550573
ENSG00000008277	0.235408540424576	0.00123082124532468	0.0717781342649579	0.691582504065141
ENSG00000008282	0.285064397764585	0.200542508216705	0.045579100891125	0.468813993127585
ENSG00000008283	0.478342429818496	0.0154805994192589	0.0194871464427094	0.486689824319536
ENSG00000008294	0.296323064581278	0.508039971005673	0.100505772427932	0.0951311919851176
ENSG00000008300	0.0987545354934948	0.234191459229657	0.0451945458361584	0.62185945944069
ENSG00000008311	0.148180051238266	0.129096152187234	0.202639486310879	0.52008431026362
ENSG00000008323	0.096277435679956	0.000376358945024775	0.226083869570334	0.677262335804685
ENSG00000008324	0.165300994691554	0.271106649142315	0.177563012273547	0.386029343892584
ENSG00000008382	0.236034008959608	0.145186616308418	0.204436288974918	0.414343085757057
ENSG00000008394	0.138234586101947	0.353907601585639	0.0447841340505948	0.463073678261818
ENSG00000008405	0.266398277559317	0.000636783291123819	0.0106835942352884	0.722281344914271
ENSG00000008438	0.1399615586231	0.0139786825091735	0.0503232570330246	0.795736501834702
ENSG00000008441	0.401839706049902	0.00421585090330527	0.0000235170041405261	0.593920926042653
ENSG00000008513	0.116921077822282	0.119836398398072	0.0100675515153555	0.753174972264291
ENSG00000008516	0.523481160467899	0.130138905418963	0.0162031183278944	0.330176815785243
ENSG00000008517	0.886001486133053	0.0501254653277491	0.000184016725096937	0.0636890318141012
ENSG00000008710	0.099311065407207	0.194506591377652	0.167295703464668	0.538886639750473
ENSG00000008735	0.10704433168013	0.0240650838039733	0.109226452061422	0.759664132454475
ENSG00000008838	0.32251808530325	0.0873709674865673	0.381883905711622	0.208227041498561
ENSG00000008853	0.13695069548546	0.0698599128589967	0.0260717483749222	0.767117643280621
ENSG00000008869	0.348388103454034	0.411779723330445	0.0391028691887046	0.200729304026816
ENSG00000008952	0.252718304737458	0.0225101239299785	0.109413978490152	0.615357592842412
ENSG00000008988	0.199948408254452	0.000442545877781881	0.295694955850188	0.503914090017579
ENSG00000009307	0.106886587476523	0.0661179682839598	0.232982802081895	0.594012642157622
ENSG00000009335	0.414836518018901	0.242818318363919	0.184457370412868	0.157887793204312
ENSG00000009413	0.31222632998281	0.047211601153065	0.111796016368478	0.528766052495647
ENSG00000009694	0.132490733223672	0.0409082533731397	0.0220162572052435	0.804584756197945
ENSG00000009709	0.842274607213789	0.018422178694896	0.00888114703268115	0.130422067058634
ENSG00000009724	0.187844848853618	0.0477731160396836	0.100552177220114	0.663829857886585
ENSG00000009765	0.128773052703171	0.17255088026655	0.0472013583948593	0.651474708635419
ENSG00000009780	0.395562109854668	0.0274600386341755	0.0330808826389625	0.543896968872194
ENSG00000009790	0.709278615262975	0.00011087086198111	0.0824082679053977	0.208202245969646
ENSG00000009830	0.281976903166629	0.0939723797068222	0.0204770823793245	0.603573634747225
ENSG00000009844	0.30422680301795	0.0134735994792965	0.0719874999241231	0.610312097578631
ENSG00000009950	0.220269257241336	0.0000451039317101198	0.0986478803927642	0.681037758434189
ENSG00000009954	0.371056590195138	0.0349180890595381	0.103280117105676	0.490745203639648
ENSG00000010017	0.344071754515827	0.295288248760631	0.129860412372665	0.230779584350876
ENSG00000010030	0.423666769452745	0.0141691788290504	0.0500394240270634	0.512124627691142
ENSG00000010072	0.246280196555017	0.299943877873076	0.129928251493021	0.323847674078886
ENSG00000010165	0.0464687201325506	0.375538331369893	0.364849068610482	0.213143879887075
ENSG00000010219	0.439674075352086	0.129960035933912	0.150815599336798	0.279550289377204
ENSG00000010244	0.422508420484523	0.0979337781449625	0.0615694737642931	0.417988327606222
ENSG00000010256	0.0366922390615881	0.0815760950422778	0.0526319977106269	0.829099668185507
ENSG00000010270	0.124990495991031	0.143206514393967	0.365005082190757	0.366797907424245
ENSG00000010278	0.279881315288759	0.067542680131046	0.00181675220421711	0.650759252375977
ENSG00000010282	0.0934760626597968	0.0123164262620094	0.165201080399501	0.729006430678693
ENSG00000010292	0.0817270387731734	0.0857721663930431	0.520630831350554	0.311869963483229
ENSG00000010295	0.204378956562919	0.0257813703081847	0.0415334013159383	0.728306271812958
ENSG00000010310	0.140981382470223	0.17456745064935	0.330407208566828	0.354043958313599
ENSG00000010318	0.41435148873782	0.0894367570857955	0.288258615175831	0.207953139000553
ENSG00000010319	0.353579607189559	0.0279055174510993	0.192897453515385	0.425617421843957
ENSG00000010322	0.22351385714658	0.234179315681789	0.154718607985562	0.387588219186069
ENSG00000010327	0.441225814544101	0.0761416981981806	0.0241960253135907	0.458436461944127
ENSG00000010361	0.51346311906546	0.0812442116919759	0.0986371603630927	0.306655508879471
ENSG00000010379	0.299593673230018	0.263038840409571	0.00235968431807692	0.435007802042335
ENSG00000010404	0.149307605168832	0.100171015560395	0.0433642473229643	0.707157131947808
ENSG00000010438	0.127769673045097	0.130685664777411	0.0127321956502396	0.728812466527253
ENSG00000010539	0.454000381821896	0.049549098399619	0.0618567717033542	0.434593748075131
ENSG00000010610	0.146437096203654	0.392483924960201	0.033539437056094	0.42753954178005
ENSG00000010626	0.399971120922551	0.348010067475026	0.0000172181739089736	0.252001593428514
ENSG00000010671	0.0470827563266965	0.214966262857078	0.0220964657725032	0.715854515043723
ENSG00000010704	0.0277999506449706	0.0459409264915047	0.0000240856178422583	0.926235037245682
ENSG00000010803	0.6363008062076	0.0312738113522808	0.010917483010092	0.321507899430027
ENSG00000010810	0.375180403188805	0.0225950082564412	0.223481243893952	0.378743344660802
ENSG00000010818	0.181933073566465	0.00127924808403509	0.110606867084415	0.706180811265084
ENSG00000010932	0.13531226869191	0.00618824137288038	0.0639635683471539	0.794535921588056
ENSG00000011007	0.0387947302309558	0.17206709399325	0.146712863990607	0.642425311785187
ENSG00000011009	0.0679184191588542	0.170539541279872	0.0103121387910762	0.751229900770198
ENSG00000011021	0.0432228080697655	0.0221211994597358	0.0630935466345178	0.871562445835981
ENSG00000011028	0.0173774584893872	0.030954115382936	0.0749137523332757	0.876754673794401
ENSG00000011052	0.212442889746425	0.0000506779789777626	0.00515222268385103	0.782354209590746
ENSG00000011083	0.169635323230245	0.102722323747782	0.0595712277156154	0.668071125306358
ENSG00000011105	0.150502671211728	0.0369299718205456	0.0284552915703271	0.784112065397399
ENSG00000011114	0.429914956995859	0.0231646814929518	0.00413244828484884	0.54278791322634
ENSG00000011132	0.0919379331409123	0.323693290057971	0.0467492370061305	0.537619539794986
ENSG00000011143	0.387065966221146	0.00035492052382751	0.225140676044907	0.387438437210119
ENSG00000011198	0.414535724653058	0.0295075745926647	0.187379266570716	0.368577434183562
ENSG00000011201	0.252262498444623	0.0312815482610798	0.0334432740362877	0.68301267925801
ENSG00000011243	0.283296715183617	0.408732822407029	0.000499746584193785	0.30747071582516
ENSG00000011258	0.470928227391512	0.00699626054443027	0.052972605923638	0.46910290614042
ENSG00000011260	0.387148153443188	0.0206669054329998	0.00330918431041984	0.588875756813393
ENSG00000011275	0.156663031186624	0.051830626865966	0.095402235826486	0.696104106120924
ENSG00000011295	0.1110484492112	0.0659885141885164	0.00094676201093394	0.822016274589349
ENSG00000011304	0.130103649912394	0.322012075648231	0.0712969564693969	0.476587317969978
ENSG00000011332	0.086110066566188	0.0000254057630786843	0.0073738926177154	0.906490635053018
ENSG00000011347	0.138847667931609	0.0646499439085872	0.0781077698089914	0.718394618350812
ENSG00000011376	0.532826835980312	0.197925902189038	0.0306698991313082	0.238577362699341
ENSG00000011405	0.226540051969054	0.279447998098155	0.00101628278330136	0.492995667149489
ENSG00000011422	0.103847983443292	0.144266387272365	0.00161674085390163	0.750268888430441
ENSG00000011426	0.247434007090645	0.20586012155559	0.0000090820982236603	0.546696789255542
ENSG00000011451	0.141964667938642	0.0192385153031944	0.0474773703096446	0.791319446448519
ENSG00000011454	0.375026959817031	0.056262053930602	0.128229623487476	0.440481362764891
ENSG00000011465	0.0256948779594307	0.312910215580405	0.00943071951367066	0.651964186946493
ENSG00000011478	0.153568353332002	0.410357516711015	0.0179882657656223	0.418085864191361
ENSG00000011485	0.228058701004197	0.0370532741143162	0.136757437978195	0.598130586903293
ENSG00000011523	0.243993402650326	0.00441276225458839	0.184666524770897	0.566927310324188
ENSG00000011566	0.230084302538672	0.0271640873158628	0.551777942594924	0.190973667550541
ENSG00000011590	0.217461081688332	0.0802439415824105	0.0821697961803884	0.620125180548869
ENSG00000011600	0.258305853371169	0.458254499751471	0.00000143231555907824	0.283438214561802
ENSG00000011638	0.135607822596959	0.0383035348783636	0.410078605361191	0.416010037163486
ENSG00000011677	0.139204457169454	0.0693501328442806	0.0816335391328843	0.709811870853382
ENSG00000012048	0.239141349101341	0.0936923324139096	0.0172805171002546	0.649885801384495
ENSG00000012061	0.013217498744203	0.269089164000116	0.00670640944968446	0.710986927805996
ENSG00000012124	0.0453265809578201	0.0127343471072758	0.0468384011874327	0.895100670747471
ENSG00000012171	0.240534804966794	0.0375561667098786	0.0350139892125409	0.686895039110787
ENSG00000012174	0.37276039212714	0.457346033314158	0.00674755822969394	0.163146016329007
ENSG00000012211	0.265401127508689	0.00909825809522941	0.00218285391416467	0.723317760481917
ENSG00000012223	0.483454011149909	0.150346594835552	0.022027034756498	0.344172359258041
ENSG00000012232	0.398874165792873	0.0118249837102817	0.0240659121420086	0.565234938354837
ENSG00000012660	0.237723597752055	0.16893701844783	0.0548650959568705	0.538474287843244
ENSG00000012779	0.357809725485967	0.064899867481516	0.03316450720562	0.544125899826898
ENSG00000012817	0.00191823027799162	0.950228061296512	0.00151872341566757	0.0463349850098289
ENSG00000012822	0.129367004264626	0.0000414471849935809	0.000661655820926159	0.869929892729455
ENSG00000012963	0.453833282629622	0.277992450704988	0.141662168902583	0.126512097762807
ENSG00000012983	0.349532326815963	0.152762721488594	0.216957787049398	0.280747164646046
ENSG00000013016	0.180272352062335	0.10512534230075	0.03967752538971	0.674924780247205
ENSG00000013275	0.16723883150392	0.000000262340745188161	0.0328094985182229	0.799951407637112
ENSG00000013288	0.514645099455847	0.0557209630643551	0.0758196893576447	0.353814248122153
ENSG00000013293	0.141349228439818	0.0577422845188651	0.0385849476953732	0.762323539345944
ENSG00000013297	0.149262102826254	0.0469388109681989	0.00156123291861456	0.802237853286933
ENSG00000013306	0.344097074042129	0.00345954399934215	0.0772738825736619	0.575169499384867
ENSG00000013364	0.184089383606798	0.00361395957626341	0.0905184747506606	0.721778182066278
ENSG00000013374	0.244055396846043	0.100137611132499	0.00380082381932805	0.65200616820213
ENSG00000013375	0.980097529718638	0.00286970788339312	0.0111426392376038	0.0058901231603648
ENSG00000013392	0.178745785841779	0.0880390947746532	0.0430872230351001	0.690127896348468
ENSG00000013441	0.16771864561511	0.179382372740261	0.0278875387009373	0.625011442943692
ENSG00000013503	0.245546860046673	0.374829179899935	0.0851662920950642	0.294457667958328
ENSG00000013523	0.164769135408526	0.00422084667428932	0.517550279648939	0.313459738268246
ENSG00000013561	0.150762255304418	0.408324020331065	0.055120406525756	0.38579331783876
