Age	Overall_Survival	Sex	Residuals
ENSG00000047597	0.490190836407507	0.0283242612812949	0.164056997984309	0.31742790432689
ENSG00000047617	0.383648038969225	0.29127617475955	0.0112261539467934	0.313849632324432
ENSG00000047621	0.348471690451408	0.00290120368839588	0.0213520900674812	0.627275015792715
ENSG00000047634	0.0659149492065697	0.0525497698150442	0.0140487678617306	0.867486513116656
ENSG00000047644	0.191085682854068	0.0224212024458878	0.302070740176811	0.484422374523234
ENSG00000047648	0.381921287437431	0.192581882315819	0.0223235786732125	0.403173251573538
ENSG00000047662	0.362154269830649	0.280700036047702	0.0978623991817918	0.259283294939857
ENSG00000047849	0.0651277451482236	0.29723410653409	0.00764583558913526	0.629992312728551
ENSG00000047932	0.266620744814425	0.27691170931705	0.0000703306571304076	0.456397215211395
ENSG00000047936	0.424141162274797	0.113126745992568	0.142366214210549	0.320365877522086
ENSG00000048028	0.107302555693217	0.158121692704954	0.097921996132747	0.636653755469082
ENSG00000048052	0.240636531100371	0.000407049209897188	0.00526653990239064	0.753689879787341
ENSG00000048140	0.117750742338563	0.0421876428559072	0.254134165678783	0.585927449126746
ENSG00000048162	0.394085075264584	0.426910528509815	0.00422470108000755	0.174779695145594
ENSG00000048342	0.155602423784954	0.0325885094586508	0.321985029527624	0.489824037228771
ENSG00000048392	0.128112571163181	0.32831440600648	0.0593546225258889	0.48421840030445
ENSG00000048405	0.195415508510828	0.396631370632556	0.000555032223700845	0.407398088632914
ENSG00000048462	0.250950405458146	0.00156112227345661	0.0626617134762434	0.684826758792154
ENSG00000048471	0.173741672886691	0.0149128496600104	0.00148770050324834	0.80985777695005
ENSG00000048540	0.222699955650645	0.188998811169557	0.0217716139306288	0.566529619249169
ENSG00000048544	0.576676475055829	0.00620472650047389	0.0201407387198647	0.396978059723832
ENSG00000048545	0.287309117361499	0.0901759499737955	0.0353205261922032	0.587194406472503
ENSG00000048649	0.152067017297541	0.25163467342558	0.0995307307722003	0.496767578504678
ENSG00000048707	0.127016219504275	0.0375043767515335	0.538398318025651	0.297081085718541
ENSG00000048740	0.288893378900145	0.0980081215542548	0.00870650839113618	0.604391991154464
ENSG00000048828	0.517647140333844	0.0381650272012811	0.0392314170448534	0.404956415420021
ENSG00000048991	0.157454218341935	0.129046575301645	0.0307138264298133	0.682785379926607
ENSG00000049089	0.405456931018	0.438640313443792	0.000827237432492429	0.155075518105715
ENSG00000049130	0.573004945083062	0.0154969654677625	0.0242302175834251	0.38726787186575
ENSG00000049167	0.29114257936279	0.0848041373552152	0.06042204609109	0.563631237190905
ENSG00000049192	0.596856310553563	0.138806533303184	0.0363924443584319	0.22794471178482
ENSG00000049239	0.108990763580162	0.057763339947113	0.0855396660027676	0.747706230469957
ENSG00000049245	0.333521253978501	0.106389227363352	0.0628740067115252	0.497215511946622
ENSG00000049246	0.420872025200626	0.309109797871932	0.202291095783389	0.0677270811440535
ENSG00000049247	0.29689173726662	0.000406374550599605	0.345801032692517	0.356900855490263
ENSG00000049249	0.148848893792771	0.372105344983703	0.0462147235188852	0.432831037704641
ENSG00000049283	0.537619625430699	0.146755004266321	0.0550106932744352	0.260614677028544
ENSG00000049323	0.799064136212103	0.0328653279737715	0.0766790047401499	0.0913915310739758
ENSG00000049449	0.252810177499588	0.382516279317521	0.0629074801890171	0.301766062993873
ENSG00000049540	0.821421671766715	0.0683822827552389	0.0688666131872341	0.0413294322908116
ENSG00000049541	0.0599596701341155	0.623159363058612	0.0235187415886602	0.293362225218612
ENSG00000049618	0.18332061206038	0.134492500563747	0.0331826374274515	0.649004249948421
ENSG00000049656	0.131423511114361	0.108955059667519	0.00937533924701955	0.7502460899711
ENSG00000049759	0.194892702343843	0.0000494596658532685	0.152788346499835	0.652269491490469
ENSG00000049768	0.186756704482127	0.00173303021372495	0.260360851403534	0.551149413900613
ENSG00000049769	0.488428667637084	0.331877643921856	0.0111117524642678	0.168581935976792
ENSG00000049860	0.227043449971507	0.00749023025362252	0.286734493335951	0.47873182643892
ENSG00000049883	0.197901448378708	0.247756980663665	0.297829508277206	0.256512062680422
ENSG00000050030	0.0267833226992562	0.0826795778778935	0.0604538718483689	0.830083227574481
ENSG00000050130	0.410209607723767	0.000962797129183216	0.397854154520068	0.190973440626981
ENSG00000050165	0.223823268445969	0.363317570532218	0.0633499293110093	0.349509231710804
ENSG00000050327	0.414578040749151	0.0374483003694476	0.0426746233120606	0.505299035569341
ENSG00000050344	0.505041625808085	0.122576384604502	0.0272549107296986	0.345127078857715
ENSG00000050393	0.126236551868935	0.0932770463698068	0.0565193662705923	0.723967035490666
ENSG00000050405	0.227836871063279	0.0382436587377755	0.227079540900811	0.506839929298134
ENSG00000050426	0.25776674464801	0.28651901071316	0.0569035585226425	0.398810686116187
ENSG00000050438	0.345814919917079	0.21626877940678	0.0103680894987986	0.427548211177343
ENSG00000050555	0.511617134499077	0.0330288285549273	0.152244165213364	0.303109871732631
ENSG00000050628	0.416568339430294	0.204564934351106	0.119496113980115	0.259370612238485
ENSG00000050730	0.162679496490631	0.0337197270666661	0.415274260411588	0.388326516031115
ENSG00000050748	0.402455087453314	0.192169780453159	0.0851033898916938	0.320271742201832
ENSG00000050767	0.214987666721296	0.112331040092254	0.0621831212082623	0.610498171978188
ENSG00000050820	0.40658324159568	0.330804252829793	0.0130499413029757	0.249562564271551
ENSG00000051009	0.421656508776341	0.135701386626101	0.00227924606559641	0.440362858531962
ENSG00000051108	0.239403123905583	0.131609719361588	0.0237738981012968	0.605213258631532
ENSG00000051128	0.0336121749782093	0.00334930853596241	0.0615634157538791	0.901475100731949
ENSG00000051180	0.418026090195983	0.249358525762907	0.169977029621069	0.162638354420041
ENSG00000051341	0.158540137287971	0.419181837009087	0.00669341453364328	0.415584611169299
ENSG00000051382	0.33682323835244	0.138128962224513	0.359999630226357	0.16504816919669
ENSG00000051523	0.291669293468235	0.137288445990419	0.0637743109945961	0.507267949546751
ENSG00000051596	0.239855539581381	0.000634568224786292	0.114814687124529	0.644695205069303
ENSG00000051620	0.549962648893775	0.0869512831612835	0.0130764013411206	0.350009666603821
ENSG00000051825	0.243840152055234	0.000195052675934024	0.0173985715850498	0.738566223683782
ENSG00000052126	0.541699802910822	0.124058449820021	0.0953986668416053	0.238843080427552
ENSG00000052344	0.184414607059021	0.153543458259843	0.240861262680142	0.421180672000994
ENSG00000052723	0.410939668424699	0.19644732338702	0.0284664878059961	0.364146520382286
ENSG00000052749	0.124569854947567	0.117464007719199	0.201993820879447	0.555972316453787
ENSG00000052795	0.0868124555471291	0.217836429682154	0.00000719830758662549	0.69534391646313
ENSG00000052802	0.328919293508272	0.161377430444439	0.0200561765758559	0.489647099471433
ENSG00000052841	0.107224793705536	0.504658781683657	0.0127378726395509	0.375378551971256
ENSG00000052850	0.617729489358309	0.0315318734491039	0.00240332021459262	0.348335316977994
ENSG00000053108	0.52490093892774	0.147324743054506	0.00000892805245701616	0.327765389965296
ENSG00000053254	0.411463486987174	0.000827035692493227	0.139935051901514	0.447774425418818
ENSG00000053328	0.34099145925295	0.186154393284509	0.0373319576430767	0.435522189819465
ENSG00000053371	0.0622811873634005	0.0911732093023232	0.149736668192479	0.696808935141797
ENSG00000053372	0.0189100340659715	0.0659376946672516	0.203502681784462	0.711649589482315
ENSG00000053438	0.429588357311104	0.180453815723416	0.137310916503295	0.252646910462186
ENSG00000053501	0.19184630202457	0.517209853169693	0.0120628375294776	0.278881007276259
ENSG00000053524	0.339831016082108	0.307146235359905	0.0133915821002898	0.339631166457696
ENSG00000053702	0.0896376780471769	0.51204741454309	0.0911553751636298	0.307159532246103
ENSG00000053747	0.279025652271433	0.216287727602598	0.0070000306462994	0.49768658947967
ENSG00000053770	0.230316116850487	0.343449147816141	0.180638105599964	0.245596629733408
ENSG00000053900	0.712616962176846	0.00734473246929806	0.0361623486798217	0.243875956674034
ENSG00000053918	0.535610087205396	0.188228516326863	0.0993625555521432	0.176798840915597
ENSG00000054116	0.0323807527530928	0.157447434272425	0.0895011977143763	0.720670615260105
ENSG00000054118	0.105911815519262	0.0255520693552359	0.218947735662104	0.649588379463398
ENSG00000054148	0.276691780793935	0.0368183121699631	0.25517064855524	0.431319258480862
ENSG00000054179	0.36664754493508	0.00189522331858834	0.0470821682592633	0.584375063487068
ENSG00000054219	0.575079164076267	0.00929699247957964	0.0373782239995666	0.378245619444587
ENSG00000054267	0.195220854411425	0.123761673346894	0.0517550156761403	0.62926245656554
ENSG00000054277	0.311766358850801	0.0559976486795078	0.415830116498623	0.216405875971068
ENSG00000054282	0.42222684448327	0.0228639566800849	0.291893660938822	0.263015537897824
ENSG00000054356	0.46507032473177	0.319806330314216	0.0203223566024095	0.194800988351605
ENSG00000054392	0.331729978197182	0.196211187767402	0.00825184371065204	0.463806990324764
ENSG00000054523	0.361940310396849	0.375001811887125	0.0101854278728952	0.252872449843131
ENSG00000054598	0.545172514129684	0.0622599585873243	0.0627539428912137	0.329813584391778
ENSG00000054611	0.142279953063539	0.175389374642272	0.167070475272079	0.51526019702211
ENSG00000054654	0.145848509365693	0.410838799957529	0.111560182299845	0.331752508376933
ENSG00000054690	0.212201128991927	0.418878072575443	0.0962019632776668	0.272718835154963
ENSG00000054793	0.210330522353124	0.339595996235056	0.000808562233894807	0.449264919177926
ENSG00000054803	0.510609331757127	0.138648270597269	0.00249252503424379	0.34824987261136
ENSG00000054938	0.161798806123781	0.158789678005531	0.0332735948967174	0.646137920973971
ENSG00000054965	0.364966819580858	0.00521386835079001	0.0661914068328476	0.563627905235505
ENSG00000054967	0.0650134045772468	0.641660291994158	0.047545290177651	0.245781013250944
ENSG00000054983	0.540439395611648	0.135647528214517	0.0251533037925375	0.298759772381298
ENSG00000055044	0.11283768025411	0.493804819984128	0.000043818341109041	0.393313681420653
ENSG00000055070	0.536502801888638	0.145569379132815	0.000498248562246896	0.3174295704163
ENSG00000055118	0.465759936485978	0.21487435594964	0.0698790074555917	0.249486700108791
ENSG00000055130	0.255650025544127	0.000123373962789924	0.0313635982343511	0.712863002258732
ENSG00000055147	0.220206270587442	0.384939559597448	0.00367872236731755	0.391175447447792
ENSG00000055163	0.228427523318548	0.333229017158614	0.000780525364389066	0.437562934158449
ENSG00000055208	0.429432111896102	0.0767407097151471	0.000287548568268756	0.493539629820482
ENSG00000055211	0.0867996797944866	0.0831179270642169	0.36194053364632	0.468141859494977
ENSG00000055332	0.292924407958324	0.0150633995268208	0.109923871931846	0.582088320583009
ENSG00000055483	0.189039293624134	0.287600631847427	0.174244943671695	0.349115130856744
ENSG00000055609	0.616388683170513	0.00217804359259571	0.0750413650566064	0.306391908180285
ENSG00000055732	0.165369001136377	0.25601432837783	0.0193621808803168	0.559254489605477
ENSG00000055813	0.189297945877316	0.254464417480616	0.0236910955350413	0.532546541107027
ENSG00000055917	0.088397562808877	0.15973502660587	0.193291766314159	0.558575644271095
ENSG00000055950	0.367189445047444	0.000152321524105702	0.000143867329579321	0.632514366098871
ENSG00000055955	0.194960230207829	0.107280108797314	0.00718747938669779	0.690572181608159
ENSG00000055957	0.183754106821023	0.619382588191102	0.0623480995434011	0.134515205444474
ENSG00000056050	0.395659465673668	0.0738720280213011	0.000101773009590319	0.530366733295441
ENSG00000056097	0.42134040277093	0.0293009327869824	0.00102760671313725	0.54833105772895
ENSG00000056277	0.351401103524075	0.207102717392552	0.0386302110399639	0.402865968043409
ENSG00000056291	0.104422358212215	0.0952371859778547	0.0114457255501771	0.788894730259753
ENSG00000056487	0.167369197356425	0.423450568844151	0.174522637831873	0.234657595967552
ENSG00000056558	0.255504321288541	0.472872062650163	0.000458928225429697	0.271164687835866
ENSG00000056586	0.225865182331882	0.00554215798672192	0.0405467055173729	0.728045954164023
ENSG00000056736	0.343110865080682	0.160379234585495	0.0206695730055139	0.475840327328308
ENSG00000056972	0.175844231128278	0.0712080299756047	0.0167663342954292	0.736181404600688
ENSG00000056998	0.200010780702137	0.0856939725140291	0.217077089756183	0.497218157027651
ENSG00000057019	0.147671849575027	0.414714807433446	0.26436637847129	0.173246964520237
ENSG00000057252	0.221425759634522	0.311381477524501	0.0448532325526193	0.422339530288358
ENSG00000057294	0.215675369783219	0.140776287420117	0.39253841784074	0.251009924955924
ENSG00000057468	0.0267067164759615	0.632041619745993	0.0994854628360121	0.241766200942034
ENSG00000057593	0.492068836545848	0.035971297419245	0.0177342002563477	0.45422566577856
ENSG00000057608	0.626420955104331	0.0317670222621057	0.0732413583413185	0.268570664292244
ENSG00000057657	0.339621723125719	0.00681636270985635	0.00252358774772305	0.651038326416701
ENSG00000057663	0.323666432423717	0.000104053175752935	0.234972167002597	0.441257347397934
ENSG00000057704	0.149476785390969	0.450771119517144	0.00332855034130571	0.396423544750582
ENSG00000057757	0.247870377516209	0.0583529399597712	0.0646392402602171	0.629137442263802
ENSG00000057935	0.363445581911897	0.00267315007985412	0.166132425792733	0.467748842215516
ENSG00000058056	0.558427490900494	0.240634127892061	0.0117033402630628	0.189235040944382
ENSG00000058063	0.0979903198842577	0.00000409938136412884	0.275619930057608	0.62638565067677
ENSG00000058085	0.127149447349995	0.0304768019585735	0.0971379831918855	0.745235767499546
ENSG00000058091	0.274452196564924	0.0112833789313395	0.00115749288442138	0.713106931619315
ENSG00000058262	0.264781431750675	0.342443243437792	0.11546830414559	0.277307020665943
ENSG00000058272	0.182141986008076	0.148129770921064	0.322480064901858	0.347248178169003
ENSG00000058335	0.339838196568003	0.298139837929754	0.0705002791332043	0.291521686369038
ENSG00000058404	0.353335479200605	0.144536035200961	0.0367098307771439	0.46541865482129
ENSG00000058453	0.224591334337619	0.417892076224156	0.185192082362235	0.17232450707599
ENSG00000058600	0.08707679557315	0.0317254519277613	0.0770296183983966	0.804168134100692
ENSG00000058668	0.193548004751608	0.261479622693771	0.0766103319800206	0.4683620405746
ENSG00000058673	0.201108285245604	0.234177927205047	0.0613356356310699	0.503378151918279
ENSG00000058729	0.0387161359869586	0.831928817977045	0.00233953387048862	0.127015512165508
ENSG00000058799	0.624328691062019	0.0737315580180025	0.00482563517189093	0.297114115748088
ENSG00000058804	0.198821975746112	0.314690467206441	0.0622907450147686	0.424196812032679
ENSG00000058866	0.0474229099013947	0.304235256363484	0.299745846060164	0.348595987674957
ENSG00000059122	0.435874529530797	0.11413891669208	0.292178684444635	0.157807869332488
ENSG00000059145	0.710268827110732	0.0127027761901797	0.211579722006295	0.0654486746927939
ENSG00000059377	0.181060573549425	0.0555505589477172	0.197624951620353	0.565763915882505
ENSG00000059378	0.113218045846632	0.0189557422589565	0.373090589602161	0.494735622292251
ENSG00000059573	0.176819093922299	0.0476434917515311	0.155013976430779	0.620523437895391
ENSG00000059588	0.403961434964278	0.198185851664283	0.0906475029384265	0.307205210433013
ENSG00000059691	0.0683331040819041	0.434591657965252	0.00147009518389134	0.495605142768953
ENSG00000059728	0.199565544094633	0.388390396944497	0.164427484397555	0.247616574563315
ENSG00000059758	0.448970378687885	0.0191298921628628	0.00363586723506819	0.528263861914184
ENSG00000059769	0.436863558080741	0.0575026941366695	0.180941871120467	0.324691876662122
ENSG00000059804	0.125188619658981	0.0971739906513091	0.0832018178192697	0.69443557187044
ENSG00000059915	0.387630802896005	0.35716900578837	0.00112062915735335	0.254079562158271
ENSG00000060069	0.0308033365471632	0.0557888617574621	0.0273841778455414	0.886023623849833
ENSG00000060138	0.219270530905085	0.308323704493378	0.157191839222024	0.315213925379513
ENSG00000060140	0.252335544910526	0.0842557189093639	0.121187942655289	0.542220793524821
ENSG00000060237	0.149165714184776	0.198143007479142	0.110606963379693	0.542084314956389
ENSG00000060339	0.671856701171826	0.0364410434934944	0.0000538104869715823	0.291648444847708
ENSG00000060491	0.218819523048616	0.0398305207387858	0.0263476071598731	0.715002349052725
ENSG00000060558	0.348670625590787	0.247490132229327	0.00177109342621807	0.402068148753668
ENSG00000060566	0.126834399602975	0.18085261554804	0.114714188958603	0.577598795890383
ENSG00000060642	0.0458077228833987	0.565552784119788	0.0343466075107691	0.354292885486044
ENSG00000060656	0.285107281211618	0.251735787359096	0.151083163419282	0.312073768010003
ENSG00000060688	0.0426696415247799	0.123451859653392	0.155130489771438	0.678748009050391
ENSG00000060709	0.318791026207036	0.175959779144686	0.0524676490291834	0.452781545619094
ENSG00000060718	0.250748614854433	0.413581454302414	0.0262522393791283	0.309417691464026
ENSG00000060749	0.177159639162369	0.0181413749543684	0.254175024302692	0.55052396158057
ENSG00000060762	0.056971541529936	0.472504856474737	0.216310883659406	0.254212718335921
ENSG00000060971	0.623109700772403	0.149029098301643	0.000233710676633122	0.227627490249321
ENSG00000060982	0.0274728656470727	0.120193836826485	0.00233385953028516	0.849999437996157
ENSG00000061273	0.129671832907194	0.27202261808039	0.128296430829942	0.470009118182474
ENSG00000061337	0.344233004696781	0.452190916250095	0.0930264437357215	0.110549635317403
ENSG00000061455	0.0463343767303879	0.460351306178965	0.211929377043565	0.281384940047082
ENSG00000061656	0.276478087778529	0.00887845095128599	0.00178804314726025	0.712855418122925
ENSG00000061676	0.293134520471456	0.0531367797077664	0.00276212255934859	0.650966577261429
ENSG00000061794	0.0756856584950697	0.170726744589804	0.138628271488642	0.614959325426484
ENSG00000061918	0.633443798794128	0.00203432078452293	0.00578475255996352	0.358737127861385
ENSG00000061936	0.320086979910335	0.00393779978116359	0.0178971419357347	0.658078078372767
ENSG00000061938	0.404726720821952	0.0388081639783767	0.0120180688670117	0.54444704633266
ENSG00000061987	0.120988641652587	0.0482188744647839	0.0177253945060005	0.813067089376628
ENSG00000062038	0.144730009171615	0.143396746288318	0.194015870536667	0.5178573740034
ENSG00000062096	0.495892715021093	0.000640160541967512	0.00591028837287394	0.497556836064066
ENSG00000062194	0.531712980124249	0.0573384468873854	0.00167301434872718	0.409275558639638
ENSG00000062282	0.190241002155843	0.0499465084553492	0.127215294704979	0.632597194683829
ENSG00000062370	0.321175874382272	0.0648956132996876	0.000152127661768238	0.613776384656272
ENSG00000062485	0.126542057439012	0.0901857889725771	0.144338158048726	0.638933995539684
ENSG00000062524	0.224115661827683	0.0256740303606749	0.0609457655671605	0.689264542244481
ENSG00000062582	0.159014036858769	0.351066465532656	0.00063051965956244	0.489288977949013
ENSG00000062598	0.109281740906441	0.173526888846848	0.0985105190995967	0.618680851147115
ENSG00000062650	0.456768888174679	0.0167302346065504	0.00194931688272242	0.524551560336048
ENSG00000062716	0.20454230931308	0.153448793154015	0.0522040501895166	0.589804847343388
ENSG00000062725	0.0803640181018559	0.345616504073444	0.204000016368726	0.370019461455975
ENSG00000062822	0.130869116407194	0.562613882029319	0.0884241743781049	0.218092827185382
ENSG00000063015	0.0919249717312528	0.0266622931229852	0.0881521967012844	0.793260538444478
ENSG00000063046	0.231959123236215	0.0135576501096535	0.146460988779536	0.608022237874596
ENSG00000063127	0.103302881326797	0.195152773836961	0.0946763166398634	0.606868028196379
ENSG00000063169	0.35038858504889	0.225437222094004	0.0916686175034703	0.332505575353636
ENSG00000063176	0.347534157686029	0.0181543569347429	0.324468697521705	0.309842787857523
ENSG00000063177	0.138842537651855	0.0687589645933105	0.292574215769723	0.499824281985112
ENSG00000063180	0.198406363265673	0.362926903196916	0.0363947153060257	0.402272018231385
ENSG00000063241	0.0438815251867847	0.000252859022265987	0.0176698632228339	0.938195752568115
ENSG00000063244	0.219619019109886	0.585717955412108	0.0812608581116752	0.113402167366331
ENSG00000063245	0.303657108993539	0.410466217703724	0.254347171602708	0.0315295017000285
ENSG00000063322	0.148381920253985	0.108653219160285	0.119629299624122	0.623335560961609
ENSG00000063438	0.398638282577534	0.000317326963988413	0.194452813792971	0.406591576665507
ENSG00000063515	0.250950405458146	0.00156112227345658	0.0626617134762435	0.684826758792154
ENSG00000063587	0.283421612703626	0.234962328556474	0.102571201540273	0.379044857199626
ENSG00000063601	0.177378666607444	0.0460544695639956	0.001666468179271	0.774900395649289
ENSG00000063660	0.140850311138285	0.706398243317904	0.0461409538020148	0.106610491741796
ENSG00000063761	0.236372795013078	0.00770271238911002	0.280684971360393	0.475239521237419
ENSG00000063854	0.482722649471431	0.259168148840487	0.00046836327456962	0.257640838413512
ENSG00000063978	0.466547789905691	0.0227888789069397	0.00224118151132828	0.508422149676041
ENSG00000064012	0.283516123239451	0.0476907353246804	0.136543890514339	0.53224925092153
ENSG00000064042	0.355839347749387	0.271544315839906	0.0867452512006096	0.285871085210097
ENSG00000064102	0.550590998749088	0.116341656015688	0.00221451208697201	0.330852833148252
ENSG00000064115	0.136124581390016	0.0531526016743823	0.232462634257248	0.578260182678353
ENSG00000064195	0.250950405458146	0.00156112227345661	0.0626617134762434	0.684826758792154
ENSG00000064199	0.779297764799508	0.0232486221058816	0.0533772276595893	0.144076385435021
ENSG00000064201	0.106031213156833	0.0275669462100165	0.610004041093268	0.256397799539883
ENSG00000064205	0.139061264903301	0.154819209625415	0.115199429082602	0.590920096388681
ENSG00000064218	0.148360221249664	0.0430172741181783	0.0699619279553946	0.738660576676763
ENSG00000064225	0.045239417622795	0.470783796642157	0.0750089697678971	0.408967815967151
ENSG00000064270	0.291658818288355	0.21291771020551	0.0216357165943039	0.473787754911831
ENSG00000064300	0.0956996643396954	0.152089070106408	0.0526871290440236	0.699524136509873
ENSG00000064309	0.087557777914691	0.447138767869351	0.00266159651531432	0.462641857700644
ENSG00000064313	0.226667464568607	0.21525742100703	0.067509480859945	0.490565633564418
ENSG00000064393	0.141844764998747	0.347996961522179	0.0627745857264148	0.447383687752659
ENSG00000064419	0.186345863564673	0.252117784107804	0.0905309895355979	0.471005362791925
ENSG00000064489	0.589360596287208	0.0762291328460154	0.145138889782404	0.189271381084373
ENSG00000064490	0.00252381483320256	0.000898533508283527	0.100450373949062	0.896127277709452
ENSG00000064545	0.0148957993493712	0.24459469068905	0.0562145546566441	0.684294955304934
ENSG00000064547	0.090072150712873	0.297766158908189	0.000107571070377631	0.61205411930856
ENSG00000064601	0.482289816176524	0.0174816826309213	0.112111063484379	0.388117437708176
ENSG00000064607	0.164615271883395	0.365516623638773	0.200858504348752	0.269009600129081
ENSG00000064651	0.573608024154245	0.214436458400891	0.00302326369062551	0.208932253754238
ENSG00000064652	0.207748000167507	0.235637780896877	0.120105879574062	0.436508339361554
ENSG00000064655	0.2519817215908	0.291830132212787	0.126970797418038	0.329217348778374
ENSG00000064666	0.178517475518192	0.53808758270058	0.066995901600728	0.216399040180501
ENSG00000064687	0.129484998386689	0.155129588458338	0.00113391397667906	0.714251499178294
ENSG00000064692	0.358301538125834	0.0766655187352091	0.032668628731756	0.532364314407201
ENSG00000064703	0.0614269419236504	0.100815760172317	0.0593448817819557	0.778412416122077
ENSG00000064726	0.365313457705543	0.00356921925412554	0.0000662292161910174	0.631051093824141
ENSG00000064763	0.419263741700394	0.110799272522008	0.0935190751686553	0.376417910608942
ENSG00000064787	0.148065596845279	0.352823462793923	0.137900967562507	0.361209972798291
ENSG00000064886	0.102232094747383	0.0937084928540604	0.00450159706182134	0.799557815336735
ENSG00000064932	0.0778690830407966	0.54149276498202	0.14262423358676	0.238013918390423
ENSG00000064933	0.080492736191496	0.110658851440964	0.216005126575489	0.592843285792051
ENSG00000064961	0.0315252124726507	0.167611827797091	0.0663099046184016	0.734553055111857
ENSG00000064989	0.829853870619153	0.0873360817631618	0.00719053910810372	0.0756195085095817
ENSG00000064995	0.280295716427904	0.55625066870809	0.016866008301239	0.146587606562768
ENSG00000064999	0.495242976047326	0.0164011588837926	0.303672988432981	0.1846828766359
ENSG00000065000	0.175280878815265	0.389163348005036	0.043750478419963	0.391805294759736
ENSG00000065029	0.134700256582951	0.24136914464269	0.293021675853608	0.33090892292075
ENSG00000065054	0.237901596130094	0.227426882345483	0.0907542987957869	0.443917222728636
ENSG00000065057	0.0552738363752886	0.00157842324004908	0.0203236237423529	0.922824116642309
ENSG00000065060	0.378696346017826	0.326794821946736	0.144984369307397	0.149524462728041
ENSG00000065135	0.304644393174575	0.353768706828009	0.0394139085952174	0.302172991402199
ENSG00000065150	0.197352336506377	0.108930472937583	0.0167703226057899	0.67694686795025
ENSG00000065154	0.306048123431836	0.112758948822669	0.0264580437217691	0.554734884023726
ENSG00000065183	0.248172496081629	0.165807454596419	0.00196353806146996	0.584056511260483
ENSG00000065243	0.0446490491887447	0.245464708995468	0.345088504957358	0.36479773685843
ENSG00000065268	0.180878241683072	0.605311020199966	0.121666733326926	0.0921440047900366
ENSG00000065308	0.355910613475339	0.265701721201723	0.140781563180041	0.237606102142897
ENSG00000065320	0.710187993025299	0.144375128935201	0.0000776712674573886	0.145359206772042
ENSG00000065325	0.316616336614009	0.242461425215278	0.0854634913407012	0.355458746830012
ENSG00000065328	0.136366946022871	0.449908690973833	0.0343429344729776	0.379381428530318
ENSG00000065357	0.32644959748393	0.0244894518611178	0.0944503206431268	0.554610630011826
ENSG00000065361	0.465755557162824	0.23723523533401	0.0205194084071672	0.276489799095999
ENSG00000065371	0.408161747252342	0.131004154251233	0.207575407475666	0.253258691020759
ENSG00000065413	0.380968834626204	0.0109197993665547	0.284279380663678	0.323831985343563
ENSG00000065427	0.426896989434138	0.276845787677865	0.0000472925131074857	0.296209930374889
ENSG00000065457	0.0623953949637111	0.439796391670324	0.0642914566574981	0.433516756708467
ENSG00000065485	0.0778714813306327	0.809323654905035	0.00367140818017561	0.109133455584157
ENSG00000065491	0.366639107185762	0.11084463102618	0.0420051255582002	0.480511136229858
ENSG00000065518	0.319072446070267	0.00207447859735868	0.127603587056642	0.551249488275732
ENSG00000065526	0.325526927225952	0.0764642578772817	0.387101770463866	0.2109070444329
ENSG00000065534	0.0727442463412548	0.252058341354969	0.11313683489179	0.562060577411986
ENSG00000065548	0.03643713263923	0.0931524955594554	0.246175235167968	0.624235136633346
ENSG00000065559	0.213782445459085	0.000126519668736782	0.0712385399966543	0.714852494875524
ENSG00000065600	0.0710304922121913	0.110187797988788	0.0154120654934301	0.803369644305591
ENSG00000065609	0.501838055815831	0.118058483089324	0.0608442434314313	0.319259217663413
ENSG00000065613	0.0337676915001947	0.147277460126163	0.164499357956653	0.654455490416989
ENSG00000065615	0.493816927895646	0.0423868455537772	0.0119270827088644	0.451869143841712
ENSG00000065618	0.295978192454544	0.109329616453944	0.000372999581736893	0.594319191509775
ENSG00000065621	0.248664493469452	0.242679367928185	0.284302535245584	0.224353603356779
ENSG00000065665	0.128655428305122	0.177228901924717	0.0154528640456913	0.67866280572447
ENSG00000065675	0.249679683380139	0.453227843126519	0.0895035292760723	0.20758894421727
ENSG00000065717	0.0419317739547438	0.601573349839229	0.00550067974475417	0.350994196461273
ENSG00000065802	0.40708960196422	0.318415576352303	0.0752879720832437	0.199206849600234
ENSG00000065809	0.108993667384951	0.56655756736651	0.0147962136841198	0.309652551564419
ENSG00000065833	0.0644203366609742	0.0945295738112003	0.00952264657252079	0.831527442955305
ENSG00000065882	0.203934958148613	0.219794572941241	0.0267297759680829	0.549540692942063
ENSG00000065883	0.307181499561331	0.301760921381819	0.0121415560817873	0.378916022975062
ENSG00000065911	0.768674779330995	0.123451015374715	0.0105027721982626	0.0973714330960276
ENSG00000065923	0.219220322536023	0.141379091356296	0.103304698887987	0.536095887219694
ENSG00000065970	0.235860408408953	0.393932539669575	0.125359168926284	0.244847882995188
ENSG00000065978	0.463974537843325	0.295729819061614	0.0475220138256609	0.192773629269399
ENSG00000065989	0.310678621264551	0.101851723289615	0.00200391727103202	0.585465738174802
ENSG00000066027	0.591778528752598	0.00919900695069773	0.00119818144288924	0.397824282853815
ENSG00000066032	0.303306735460489	0.359955257458938	0.000299618421785234	0.336438388658788
ENSG00000066044	0.0666582883316298	0.804397576267773	0.0353521536516551	0.0935919817489424
ENSG00000066056	0.76280558460341	0.0463101689750053	0.0744150133805024	0.116469233041083
ENSG00000066084	0.531096165745286	0.18487983140305	0.0111084023638591	0.272915600487805
