Age	Overall_Survival	Sex	Residuals
ENSG00000008513	0.431147891286021	0.0358641372407551	0.00682871168953367	0.52615925978369
ENSG00000008516	0.0665009409175271	0.0258191808195668	0.00386127740711536	0.903818600855791
ENSG00000008517	0.0975024137288398	0.030936554772668	0.0158803603405958	0.855680671157896
ENSG00000008710	0.235596775736204	0.202508516901442	0.134080395477854	0.4278143118845
ENSG00000008735	0.253338319256503	0.342202352826224	0.022337717207542	0.382121610709731
ENSG00000008838	0.131420656975913	0.0536639457431875	0.00454861395194464	0.810366783328955
ENSG00000008853	0.440442495514907	0.160199219251621	0.100577944143529	0.298780341089944
ENSG00000008869	0.305221763168264	0.00943336154963652	0.00121448444797931	0.684130390834121
ENSG00000008952	0.166802386611368	0.41563646989573	0.175211782877213	0.242349360615689
ENSG00000008988	0.464682235258642	0.024333499567946	0.19395111655383	0.317033148619582
ENSG00000009307	0.364243167696008	0.105738793588836	0.124280964751765	0.405737073963391
ENSG00000009335	0.154727186319754	0.0103787852391237	0.00000513956444158689	0.83488888887668
ENSG00000009413	0.132258381897841	0.00284797252840632	0.20788306549463	0.657010580079123
ENSG00000009694	0.162695584452955	0.477397650866948	0.243255556645164	0.116651208034933
ENSG00000009709	0.318445267949882	0.000853697645906359	0.0447080193243137	0.635993015079898
ENSG00000009724	0.0900718693675945	0.517445559325654	0.123359937206134	0.269122634100618
ENSG00000009765	0.179918636580684	0.022372372967983	0.224489473550137	0.573219516901197
ENSG00000009780	0.275645497960647	0.00461979799746797	0.0088015491191042	0.710933154922781
ENSG00000009790	0.38702318493082	0.0572412735355119	0.00329142064783803	0.55244412088583
ENSG00000009830	0.343797252748627	0.0148179114503209	0.020939543537868	0.620445292263184
ENSG00000009844	0.210376075420959	0.0568468838809439	0.111071033060498	0.621706007637599
ENSG00000009950	0.30590684132288	0.328323639183936	0.0182280022373615	0.347541517255822
ENSG00000009954	0.232292426264601	0.248702682920308	0.000854346299544504	0.518150544515546
ENSG00000010017	0.329483514991294	0.0971706127802799	0.124269983911612	0.449075888316814
ENSG00000010030	0.170191310876653	0.191573486459438	0.000069976123474058	0.638165226540435
ENSG00000010072	0.334352125566201	0.188828440017886	0.00122007001990001	0.475599364396013
ENSG00000010165	0.317742394802094	0.350786515239744	0.0287131848410455	0.302757905117116
ENSG00000010219	0.387698399981071	0.00267548340846609	0.299864741016658	0.309761375593805
ENSG00000010244	0.228591325327034	0.255422031089857	0.0618227527467499	0.45416389083636
ENSG00000010256	0.393504002595531	0.030597113701876	0.0783918480039938	0.497507035698599
ENSG00000010270	0.597986983404074	0.0466592441882295	0.0944552150639006	0.260898557343796
ENSG00000010278	0.162385682429764	0.0921343161536712	0.0371183947204447	0.70836160669612
ENSG00000010282	0.0773343571458205	0.413978897122403	0.102757813656402	0.405928932075374
ENSG00000010292	0.269119949607316	0.00830815907467494	0.0382260632287232	0.684345828089286
ENSG00000010295	0.422134258662754	0.109962253798504	0.144223865651716	0.323679621887025
ENSG00000010310	0.196007834411883	0.0101676646305891	0.00297809199532542	0.790846408962202
ENSG00000010318	0.182675247286141	0.00000273052726538062	0.0347858889996949	0.782536133186898
ENSG00000010319	0.593805417840538	0.102462756087337	0.0987876170143894	0.204944209057735
ENSG00000010322	0.0982642891310271	0.327560082402239	0.101080961274462	0.473094667192272
ENSG00000010327	0.19977768544322	0.0542952649956478	0.00354667886854533	0.742380370692586
ENSG00000010361	0.129996216417032	0.408713795717702	0.281829387580708	0.179460600284558
ENSG00000010379	0.219210377652795	0.326593133270323	0.00518916976917262	0.449007319307709
ENSG00000010404	0.396599576127715	0.3065459591001	0.00625143677522456	0.290603027996961
ENSG00000010438	0.295359295012806	0.0000343364656649624	0.26223649002383	0.442369878497699
ENSG00000010539	0.182312729278853	0.388633708801438	0.165939517955302	0.263114043964407
ENSG00000010610	0.410761892117875	0.254936903908701	0.00220717494234622	0.332094029031078
ENSG00000010626	0.169056569754654	0.10367631717051	0.0248715180226749	0.70239559505216
ENSG00000010671	0.146316130411554	0.22857783535729	0.0856599673073826	0.539446066923774
ENSG00000010704	0.219786647524282	0.000279708431654572	0.00859311360230601	0.771340530441758
ENSG00000010803	0.0917980329484803	0.364916431079292	0.331318446176269	0.211967089795959
ENSG00000010810	0.172545701461769	0.463284955769473	0.120092689346434	0.244076653422324
ENSG00000010818	0.601243881864003	0.132711479273081	0.000119977988168236	0.265924660874747
ENSG00000010932	0.598593413736192	0.113374508642404	0.0680258945970971	0.220006183024307
ENSG00000011007	0.33722158799721	0.137895496197624	0.00883676813067256	0.516046147674494
ENSG00000011009	0.355711489920083	0.292600847907978	0.0757806726876055	0.275906989484334
ENSG00000011021	0.612135531405377	0.000284930753132843	0.134919583395852	0.252659954445637
ENSG00000011028	0.173463403683957	0.741062035825525	0.0243680444041401	0.0611065160863778
ENSG00000011052	0.423695063471468	0.0505149106381505	0.147971095975061	0.377818929915321
ENSG00000011083	0.290684891920436	0.268324740650621	0.0269799193426302	0.414010448086313
ENSG00000011105	0.418451580171837	0.218916187709464	0.0741665939390251	0.288465638179674
ENSG00000011114	0.124556724589775	0.397249554963829	0.115183580812463	0.363010139633933
ENSG00000011132	0.0753573172141366	0.433844425054312	0.234781278051724	0.256016979679828
ENSG00000011143	0.242828382956713	0.396359164912909	0.280371525592457	0.0804409265379201
ENSG00000011198	0.478570031423396	0.0194685154043211	0.202771675035808	0.299189778136475
ENSG00000011201	0.345377493494149	0.0411057707641892	0.186803285200397	0.426713450541265
ENSG00000011243	0.555736955900999	0.131449031797677	0.0017339235912317	0.311080088710093
ENSG00000011258	0.0571425961365132	0.581903849073963	0.0189946415704628	0.341958913219061
ENSG00000011260	0.211487245060879	0.100380539275957	0.0282636249280626	0.659868590735101
ENSG00000011275	0.395956251550625	0.271821091551618	0.130118501254529	0.202104155643227
ENSG00000011295	0.242805940861011	0.395119464075639	0.200847016409477	0.161227578653873
ENSG00000011304	0.11668318245157	0.60736476796743	0.044107306172926	0.231844743408074
ENSG00000011332	0.384267722833368	0.0431657800094189	0.143765150682705	0.428801346474508
ENSG00000011347	0.21388218783383	0.327375674007753	0.00370216332035891	0.455039974838058
ENSG00000011376	0.134138650810347	0.00239200042244627	0.0139239412729647	0.849545407494242
ENSG00000011405	0.560928297695764	0.0690736065449541	0.00260736076879183	0.36739073499049
ENSG00000011422	0.116033374185083	0.11498118602523	0.0583856651903575	0.71059977459933
ENSG00000011426	0.30422553100903	0.337382779085586	0.00831799972479834	0.350073690180586
ENSG00000011451	0.0805993749195178	0.352009969076305	0.0023899241404529	0.565000731863724
ENSG00000011454	0.11014009674961	0.306137061393085	0.0334226856500606	0.550300156207245
ENSG00000011465	0.670438498096229	0.0856560665253269	0.0520250771698612	0.191880358208583
ENSG00000011478	0.0320674157844833	0.616147155756191	0.168334307405957	0.183451121053369
ENSG00000011485	0.0806012886460337	0.342096294528528	0.276628491593886	0.300673925231553
ENSG00000011523	0.0483110395562281	0.155165766461383	0.159502559830298	0.63702063415209
ENSG00000011566	0.197229132518523	0.0612294366057235	0.0344702372391646	0.707071193636589
ENSG00000011590	0.141702425873978	0.0840074276088742	0.139031489360762	0.635258657156385
ENSG00000011600	0.0771691037211977	0.254695511775025	0.0928159889235884	0.575319395580189
ENSG00000011638	0.00934670880374537	0.368184752961766	0.0183584726248393	0.604110065609649
ENSG00000011677	0.424657768564408	0.00417919124800972	0.047950455160739	0.523212585026843
ENSG00000012048	0.119597739740709	0.0251421299825784	0.0713258882197313	0.783934242056981
ENSG00000012061	0.0603582407588288	0.0859149871619489	0.0439424330854868	0.809784338993735
ENSG00000012124	0.296419903869104	0.554870775208706	0.0171007997789703	0.13160852114322
ENSG00000012171	0.344459460962467	0.395352663257709	0.0506000930540441	0.20958778272578
ENSG00000012174	0.131854512659599	0.02521356280904	0.00395631494819651	0.838975609583165
ENSG00000012211	0.178073305508712	0.686265676801238	0.0517082753667305	0.0839527423233199
ENSG00000012223	0.632000606696296	0.0800151312522092	0.116704435355112	0.171279826696383
ENSG00000012232	0.639350534591693	0.122461711678713	0.00357984299312977	0.234607910736464
ENSG00000012660	0.0493618697618461	0.140925007094257	0.218154706085939	0.591558417057957
ENSG00000012779	0.307949412549285	0.167989055045314	0.0775804270499447	0.446481105355457
ENSG00000012817	0.048035803283821	0.0875089923163573	0.783654198469633	0.080801005930189
ENSG00000012822	0.00433778461920769	0.244509751639458	0.334765783778912	0.416386679962422
ENSG00000012963	0.0575198906305913	0.0839828517130242	0.193267445258406	0.665229812397979
ENSG00000012983	0.445479335041669	0.0155902877857981	0.0030350322975014	0.535895344875032
ENSG00000013016	0.448109747149936	0.060014287428087	0.0152512646183838	0.476624700803593
ENSG00000013275	0.161295417583194	0.389058895332058	0.249924620447827	0.199721066636921
ENSG00000013288	0.577936368958828	0.0046405517181296	0.00593653199362348	0.411486547329419
ENSG00000013293	0.416265946478882	0.358556944658722	0.00199415877001916	0.223182950092376
ENSG00000013297	0.10673569651933	0.288449439549242	0.027130506693496	0.577684357237932
ENSG00000013306	0.0911470753370273	0.00923179316416731	0.000890761366496382	0.898730370132309
ENSG00000013364	0.150395306901577	0.00172830421006828	0.000254958754314212	0.84762143013404
ENSG00000013374	0.235633165320206	0.25054067540945	0.0405261822307187	0.473299977039625
ENSG00000013375	0.530645991794212	0.0841302211543555	0.0479391149599372	0.337284672091495
ENSG00000013392	0.134296365572734	0.000064907889754444	0.0886614850755059	0.776977241462005
ENSG00000013441	0.260887425970023	0.226679815176679	0.0316396059934877	0.48079315285981
ENSG00000013503	0.207193027015195	0.0234752694764322	0.220343748230236	0.548987955278136
ENSG00000013523	0.229155203762632	0.0506053965979829	0.180269898100324	0.539969501539061
ENSG00000013561	0.24393240970337	0.00685708349873639	0.0459580743820151	0.703252432415879
ENSG00000013563	0.381571644455453	0.246310381377342	0.0486078537779684	0.323510120389237
