baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000079387.15 30.8479092569385 -1.68583418322858 0.537384349272709 -3.13711068346179 0.00170621702627493 0.426228349945737
ENSG00000153071.15 121.066661545893 1.59381809693622 0.508002353481546 3.13742266352339 0.00170440231410052 0.426228349945737
ENSG00000012817.16 25.2707446024857 6.555486534631 2.10358208751216 3.11634453133415 0.00183108203295787 0.444867039662286
ENSG00000100351.17 6.61355185003393 3.96512047528727 1.27300408391636 3.11477435570253 0.00184085672868845 0.444867039662286
ENSG00000188760.11 27.6062034792155 -1.39295398535259 0.446703160732095 -3.11829892376339 0.00181898213154944 0.444867039662286
ENSG00000133640.20 5.90842634568984 2.49840771219876 0.803239199337246 3.11041557018159 0.00186824296521955 0.44663060049168
ENSG00000114491.14 59.7488013450911 3.05514695584188 0.987409336830146 3.09410377427637 0.00197408423502264 0.447855253033249
ENSG00000126012.13 302.159715060565 -1.09617815740675 0.353378222955578 -3.10199691491614 0.00192219961614282 0.447855253033249
ENSG00000164035.10 32.5103667435844 2.25511393793724 0.727976716696074 3.09778305571652 0.00194974101368098 0.447855253033249
ENSG00000166548.17 130.442523597158 1.72862059116716 0.558670428947358 3.09416876498047 0.00197365182747268 0.447855253033249
ENSG00000171860.5 35.1901885994481 1.6841657937202 0.542544554889897 3.10419813182344 0.00190795514422531 0.447855253033249
ENSG00000185379.21 63.7674334845835 -1.86535473711816 0.604069968937606 -3.08797793805047 0.00201523431161872 0.452572772224434
ENSG00000106070.20 146.522012631426 -1.42536974239293 0.465424097915495 -3.0625181394276 0.00219483172537484 0.45634588455645
ENSG00000117115.13 791.215559444028 1.09305700292676 0.356714938232832 3.06423108699 0.00218230269291207 0.45634588455645
ENSG00000123728.10 81.9111607581338 -1.99864147931742 0.651151149410513 -3.06939714554261 0.00214491248348666 0.45634588455645
ENSG00000124766.7 139.474300149843 -2.09236365958191 0.683205506296302 -3.0625684955684 0.00219446246621951 0.45634588455645
ENSG00000132470.14 289.002424859809 1.62559390052894 0.530836309560657 3.06232612813232 0.00219624025761437 0.45634588455645
ENSG00000134242.16 2.65795473400537 3.85751370760326 1.25569021404619 3.07202657506842 0.00212610795716878 0.45634588455645
ENSG00000163781.14 45.9257226236057 -1.15942821498781 0.376345127011434 -3.08075787826684 0.00206474472180816 0.45634588455645
ENSG00000171793.17 31.8824748363136 -1.06639503656557 0.347833247356835 -3.06582261663899 0.00217072053725517 0.45634588455645
ENSG00000005889.16 95.204080916082 -1.04988928397257 0.344857641058003 -3.04441357527 0.00233134403614067 0.458697096951466
ENSG00000165246.15 22.7031404206458 4.93612060071079 1.61897068610492 3.04892524804547 0.00229661619557104 0.458697096951466
ENSG00000171848.16 18.5207999995596 -2.59569182517431 0.849289289875046 -3.05631056004039 0.00224079029335559 0.458697096951466
ENSG00000178904.19 94.2834576932592 -1.85153147797266 0.606777278301617 -3.05141860808489 0.00227762789754378 0.458697096951466
ENSG00000183878.16 9.71355313679725 4.51434379998804 1.48216740082313 3.04577188614523 0.00232083840284858 0.458697096951466
ENSG00000241343.10 138.522304750814 1.05810665687369 0.346416650190947 3.05443360268758 0.00225485921053318 0.458697096951466
ENSG00000089327.15 37.7372451127314 1.23867625604738 0.408489524659657 3.03233297617465 0.00242671352322113 0.47327299791031
ENSG00000019549.13 7.38521678831559 -2.46778628158361 0.822815412291985 -2.99919793032255 0.00270691392504742 0.473383911870985
ENSG00000086062.13 58.4645954267819 1.4492503263107 0.482262124668273 3.00510915574714 0.00265485554394959 0.473383911870985
ENSG00000104899.8 22.2023696801131 -1.97517259544981 0.65877206841544 -2.9982640281042 0.0027152233211614 0.473383911870985
ENSG00000114374.13 28.6017771761306 5.73580758484868 1.89822356608168 3.02167125481881 0.00251383396656491 0.473383911870985
ENSG00000121064.13 47.3931937852789 1.32141937918985 0.438914086325231 3.01065611781413 0.00260683899758055 0.473383911870985
ENSG00000146828.18 99.6807314758176 -1.63263326985543 0.542001789426665 -3.01222856031979 0.00259337253389402 0.473383911870985
ENSG00000157379.14 24.9284794232829 1.56749654996464 0.522698431099263 2.99885451476888 0.00270996676040879 0.473383911870985
ENSG00000159625.15 4.37123040000779 4.57712287263638 1.51613028286488 3.01895089384235 0.00253651641710217 0.473383911870985
ENSG00000162643.13 5.54592416449207 3.87989815762378 1.29042134555708 3.00669093159555 0.00264108136982858 0.473383911870985
ENSG00000173674.11 197.805133324225 -0.852907332912147 0.283974382559584 -3.00346575358145 0.00266923588197561 0.473383911870985
ENSG00000176887.7 76.3854190914683 -2.33779908951934 0.780013298910076 -2.99712721922303 0.00272536952815572 0.473383911870985
ENSG00000185988.15 29.6031763780671 -3.57647078339081 1.18848524007799 -3.00926815309555 0.00261877867376923 0.473383911870985
ENSG00000186300.12 33.0538507147277 -1.59469587422779 0.528920550332356 -3.01500078457103 0.00256978590936604 0.473383911870985
ENSG00000187954.14 76.017647329775 -0.804747429397612 0.267119765296972 -3.01268394910025 0.00258948446000613 0.473383911870985
ENSG00000157212.20 29.6340415602801 -1.07940750466087 0.360618541014604 -2.99321133523513 0.00276058517930315 0.475783645670131
ENSG00000099866.16 20.7308652840881 -1.62982295217823 0.546832609596783 -2.98047871245281 0.00287798240288753 0.477508826592526
ENSG00000121005.9 40.0897073613522 -2.35973330000168 0.791623257728047 -2.98087919596261 0.0028742215048162 0.477508826592526
ENSG00000168078.10 4.46964314769687 -3.41017317623385 1.14386147558732 -2.98128160534727 0.00287044704052424 0.477508826592526
ENSG00000182685.8 8.26595663576473 2.75434009622534 0.922754409664829 2.98491133434496 0.00283660533349948 0.477508826592526
ENSG00000263934.5 33.6641305198157 -1.84110267669955 0.616962364745325 -2.98414098153221 0.00284375709905779 0.477508826592526
ENSG00000090612.22 63.5503726436243 -1.50891211885306 0.508569672248172 -2.96697227772704 0.00300748074749603 0.483643122662402
ENSG00000115760.16 169.746485606185 -0.889171062550431 0.299471089656409 -2.96913823491476 0.00298636219681638 0.483643122662402
ENSG00000120262.10 19.9890230865768 2.34558075163046 0.790602468319858 2.96682700297553 0.00300890207131441 0.483643122662402
ENSG00000140463.14 33.8060733827249 -2.04737036961836 0.69107601346282 -2.96258346366193 0.00305069089281237 0.483643122662402
ENSG00000155099.8 28.7066828092754 1.4467390362897 0.486758104220221 2.97219301280531 0.00295680738015975 0.483643122662402
ENSG00000183486.14 42.9693437834428 2.31053931169293 0.780654124602828 2.95974777929786 0.0030789099889433 0.483643122662402
ENSG00000213066.14 49.0666978205389 -1.02862488627445 0.347656224997701 -2.95874145869602 0.0030889813978348 0.483643122662402
ENSG00000275302.2 47.3836690876863 3.10938492456774 1.04977794512392 2.96194537045707 0.00305702018178188 0.483643122662402
ENSG00000232533.3 18.3594625780815 -1.84901270144145 0.626062186107318 -2.95340102384734 0.00314293376740785 0.488649275879572
ENSG00000073849.16 137.979798027509 1.25905366740324 0.426793926950882 2.95002713932276 0.00317746017031972 0.490586610879988
ENSG00000106004.5 6.5686133465187 -3.36575665134567 1.14282748807622 -2.94511348953589 0.00322836222473142 0.491617653030504
ENSG00000233670.7 15.0679021997627 2.15823258474852 0.732427354829743 2.94668484255373 0.00321200383644091 0.491617653030504
ENSG00000082269.17 39.2837736004659 -1.17174441118662 0.398726313726146 -2.93871854163956 0.00329572215508674 0.498461161047916
ENSG00000095970.17 39.3274152354002 1.43305426771976 0.488123984301167 2.93584071631191 0.00332645081182395 0.499709330400553
ENSG00000173391.9 55.5607316809935 1.71673607636498 0.586049138650502 2.92933811031293 0.00339684706235534 0.506859736492256
ENSG00000146918.20 20.0235906190774 -1.51335373252235 0.51842150498154 -2.91915693693346 0.00350979477794636 0.520221781987209
ENSG00000147799.12 119.805737339919 1.71385741306985 0.588293981632312 2.91326694914419 0.00357668699677635 0.526625708604825
ENSG00000115956.10 54.0449304601398 1.59260781043983 0.548180254605047 2.90526299891496 0.00366944627240678 0.528409619259145
ENSG00000120322.5 13.6145984240445 -2.81502107410732 0.969348209946579 -2.90403494350339 0.00368387041718021 0.528409619259145
ENSG00000166326.7 405.183766524008 1.11690244246437 0.384102092013792 2.90782702226017 0.00363949590292029 0.528409619259145
ENSG00000166523.8 3.18277421737538 4.16435668789304 1.43244995742543 2.90715683735139 0.00364730280155741 0.528409619259145
ENSG00000173947.14 14.7713023938808 1.69472062258177 0.584462572052976 2.89962215480953 0.00373612733754607 0.532469994202959
ENSG00000163885.12 6.26913664720802 3.84385375656332 1.32741170377609 2.89575099091617 0.00378252411554046 0.535648781279052
ENSG00000110841.14 123.457270630129 1.10995067786105 0.385130946979043 2.88200853908904 0.00395149024788969 0.549084266758322
ENSG00000155307.19 18.5009667941105 1.50790614809674 0.523110905684196 2.88257448222093 0.00394439872459843 0.549084266758322
ENSG00000211592.8 40.1178647304855 4.95889930591053 1.72008575303631 2.88293725888784 0.00393985904977316 0.549084266758322
ENSG00000197181.12 4.78482650439925 -2.76575029705793 0.96051387027373 -2.87944857711398 0.00398371258178772 0.550123489632834
ENSG00000160298.18 19.124082379046 -1.4799352990483 0.514478431603506 -2.87657403719665 0.00402017873512037 0.551732307518094
ENSG00000033867.18 48.017851021742 -1.01686496059305 0.355170178801245 -2.86303586642642 0.00419603062614378 0.560141334047907
ENSG00000075651.17 70.0567272336892 2.45982968085335 0.858121330594225 2.86652900138258 0.00415000133329275 0.560141334047907
ENSG00000122254.7 40.0101725162987 -2.50591177970853 0.875250308670173 -2.86308014391441 0.004195444292062 0.560141334047907
ENSG00000171914.17 243.581755401712 -1.46466198743244 0.511661533630449 -2.86256028871285 0.00420233303931315 0.560141334047907
ENSG00000254122.3 90.0933475381413 -2.1839645027744 0.763043189369676 -2.8621767852728 0.00420742152592995 0.560141334047907
ENSG00000064692.20 21.4423501010381 -1.99411837222144 0.698703894094451 -2.85402498694514 0.00431691358144004 0.560279944850009
ENSG00000132692.19 526.155887146806 -2.41759139430882 0.846977552095081 -2.85437481587165 0.00431216225229567 0.560279944850009
ENSG00000143590.14 18.7161227198367 -2.06752795668717 0.724752701730482 -2.85273577007793 0.00433446455782853 0.560279944850009
ENSG00000204252.14 56.0542297726631 1.56798394151451 0.549139963136448 2.85534480601061 0.00429901276770765 0.560279944850009
ENSG00000286217.2 2.77829186188711 4.51740134821146 1.58071218327632 2.85782661511996 0.00426553396187792 0.560279944850009
ENSG00000168743.13 73.9384483819978 -2.72364746329385 0.955727149000093 -2.84981698609629 0.00437443918971074 0.562178650316987
ENSG00000167011.9 4.3465825928382 -2.51613093806154 0.884034988018303 -2.84618931621906 0.00442458813014028 0.565355562628787
ENSG00000068079.8 25.2465991277584 1.48005298563832 0.52049235226689 2.84356336686269 0.00446121374134081 0.566778086349887
ENSG00000065621.15 20.2964344651122 2.17330093362147 0.771729310073241 2.81614408738112 0.00486038629107143 0.568492576807592
ENSG00000101825.8 15.8204930091551 1.76692552494906 0.631097381648942 2.7997668447497 0.00511395292410014 0.568492576807592
ENSG00000103260.9 168.736228086871 0.746993962009839 0.264052605974427 2.82895887072663 0.00466997001109416 0.568492576807592
ENSG00000110799.14 206.34130200699 1.29773863109682 0.46329878645465 2.80108359667341 0.00509313234759894 0.568492576807592
ENSG00000117481.11 51.5584385876683 -0.747670422640382 0.264926705966927 -2.82217838292874 0.00476986378077843 0.568492576807592
ENSG00000136147.18 22.7958150334469 1.17167906849616 0.41533084677758 2.8210740367272 0.00478631550903944 0.568492576807592
ENSG00000154133.15 61.422070512148 1.22026358596074 0.435047977783612 2.80489428356265 0.00503330852010858 0.568492576807592
ENSG00000158270.12 177.756776365972 1.13654928570886 0.403855840678075 2.81424501327153 0.00488919481305467 0.568492576807592
ENSG00000164708.6 19.6818296421215 1.5495077870269 0.552265144135327 2.8057316372065 0.00502024837884858 0.568492576807592
ENSG00000165168.9 162.102531644353 1.16484043899545 0.413231638190902 2.81885589422686 0.00481951499133888 0.568492576807592
ENSG00000165195.16 26.1139980642673 -2.41903434333698 0.863877523086943 -2.80020521276316 0.00510701289066348 0.568492576807592
ENSG00000167394.13 20.1358857378475 -1.05926179366013 0.377909850452816 -2.80294835498706 0.0050637777374527 0.568492576807592
ENSG00000167994.13 66.4546567193843 1.40545569043203 0.499081056163733 2.81608703250589 0.0048612495580738 0.568492576807592
ENSG00000177989.14 44.0044525451141 1.50556158515252 0.536298712132936 2.80731903898237 0.00499557386240634 0.568492576807592
ENSG00000179057.14 5.03830643975557 -3.4955696268863 1.24695902413481 -2.80327545591297 0.0050586443833542 0.568492576807592
ENSG00000181619.12 10.8571077614853 -1.51579458915839 0.537963041262824 -2.81765562481799 0.00483756647031263 0.568492576807592
ENSG00000183921.8 12.8600703835994 2.36586732068725 0.834467112013404 2.83518342020559 0.00457993822015636 0.568492576807592
ENSG00000188493.15 24.0354752470647 -1.21840051893361 0.432571748764511 -2.81664376467845 0.00485283186345298 0.568492576807592
ENSG00000196154.12 13.1653927268616 2.14900034947316 0.766200811399266 2.80474820373601 0.00503559006039519 0.568492576807592
ENSG00000204381.12 26.6186506131505 1.36404800586932 0.486792202531221 2.80211556137617 0.00507686843677342 0.568492576807592
ENSG00000220008.4 14.7268822649041 -2.25188087929218 0.793214625877316 -2.8389301026838 0.00452650710316988 0.568492576807592
ENSG00000227199.1 2.35667986974986 -3.13880626866806 1.11915532882878 -2.8046207597947 0.00503758130071875 0.568492576807592
ENSG00000244509.4 65.7534393265401 1.1544276126789 0.410427883157686 2.81274167777575 0.00491210950966767 0.568492576807592
ENSG00000248710.1 11.4093170038125 6.56378397567899 2.33063191484641 2.8163108613878 0.00485786371733533 0.568492576807592
ENSG00000263647.1 3.98295817869582 4.56201903860581 1.60841223784138 2.83634937068647 0.00456324979427385 0.568492576807592
ENSG00000105251.11 7.51138050367549 -2.36670516127377 0.846999369028458 -2.79422305117945 0.00520245812528887 0.569784490145554
ENSG00000120784.17 21.7356875887755 -1.39464176318315 0.49891053759562 -2.79537443707701 0.00518396349125907 0.569784490145554
ENSG00000184005.12 17.4796338117149 1.39059270622824 0.497311781781441 2.79621910674816 0.00517043342033324 0.569784490145554
ENSG00000016402.14 57.4337254196579 4.8665888085248 1.74707719187775 2.78556026668417 0.00534353057819938 0.57134176635362
ENSG00000116198.14 96.0418871282629 -1.34080800980574 0.481359458038717 -2.78546102588037 0.00534516652730414 0.57134176635362
ENSG00000144554.13 17.2900593331658 -1.85918732275745 0.666908715073004 -2.78776882163541 0.00530724014733552 0.57134176635362
ENSG00000204347.4 5.68794668967981 -2.8571914669255 1.02417344701634 -2.78975350830386 0.00527481832668284 0.57134176635362
ENSG00000291026.1 4.35214346420805 3.76847497129415 1.35271439231092 2.78586151867303 0.00533856731627347 0.57134176635362
ENSG00000100036.13 20.3848530856026 -1.14535687845704 0.413208497430862 -2.77186187016564 0.0055736682397734 0.574341937640944
ENSG00000105520.11 139.791459808528 -0.841885715915431 0.302975206073923 -2.77872809074027 0.00545721849577858 0.574341937640944
ENSG00000107521.21 101.446853295927 0.582613987919531 0.210079744136344 2.77329920747338 0.00554910734855748 0.574341937640944
ENSG00000127578.7 15.0516184645475 -1.51131392637982 0.546036512324996 -2.76778913546407 0.00564379584891493 0.574341937640944
ENSG00000144908.14 127.968282258752 -1.18853024084778 0.428505437497297 -2.77366431518217 0.00554288404709958 0.574341937640944
ENSG00000160993.4 24.2917207104777 -1.34236017250492 0.484616055752187 -2.76994572625417 0.00560656340869094 0.574341937640944
ENSG00000175711.9 15.2892848099566 -1.80731988761972 0.652350829470357 -2.77047227653115 0.00559750651149452 0.574341937640944
ENSG00000185215.11 138.334612404685 1.36746583890657 0.493941403479397 2.76847785845434 0.00563188122680389 0.574341937640944
ENSG00000185885.17 66.4265747782962 1.91145917595484 0.690723918623349 2.76732732777589 0.00565179766053788 0.574341937640944
ENSG00000205045.12 32.2861941196505 1.68309714653437 0.605618837162002 2.77913605597467 0.00545036911041181 0.574341937640944
ENSG00000211899.10 45.169552847951 6.15370156468608 2.22395784939251 2.76700458435712 0.00565739595841168 0.574341937640944
ENSG00000167244.22 277.092827380093 1.50985178198352 0.546694433884261 2.76178371024566 0.00574865470227726 0.580953818162411
ENSG00000289044.2 1.94042684500204 -3.7531924759121 1.35978822628672 -2.76013014626639 0.00577783389995083 0.581260547952972
ENSG00000106484.16 111.654166642142 -1.96970959396195 0.71547479933372 -2.75301044257076 0.00590500126806513 0.59137789726528
ENSG00000173805.16 131.387311141526 1.67848693359535 0.610812178968758 2.74795917859588 0.00599674746753322 0.597873033388637
ENSG00000070423.18 64.3171760562873 -0.892775127489538 0.326076057275006 -2.73793523802512 0.00618262496366355 0.602939454836796
ENSG00000136111.14 38.8978591515717 1.69318709582239 0.618423939102337 2.73790678006435 0.00618315997403812 0.602939454836796
ENSG00000187905.11 4.9476128297339 3.60214665419089 1.31394419769791 2.7414761300381 0.0061163804675383 0.602939454836796
ENSG00000198795.11 56.9236150564684 -1.71327365690364 0.625128530725701 -2.74067423368875 0.00613132643614208 0.602939454836796
ENSG00000254027.1 4.96598262886466 -3.62924864443947 1.32338772583422 -2.74239255328722 0.00609934009764082 0.602939454836796
