baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000112984.12 3.38925575048473 -2.91003766492121 1.06587374684587 -2.7301898311433 0.00632978654080854 0.605853191570241
ENSG00000120875.9 32.7242455710495 -1.78780620299714 0.654261722727339 -2.73255509361686 0.00628451599281344 0.605853191570241
ENSG00000137959.17 245.880615122022 1.84123584233366 0.673415723649367 2.73417411811482 0.00625369649902643 0.605853191570241
ENSG00000162739.14 3.11456565923109 3.45705731074545 1.26675566396473 2.72906402480606 0.00635143712001289 0.605853191570241
ENSG00000166707.12 12.4007080188505 -2.43451876567498 0.892483264351343 -2.72780326860738 0.00637576203101881 0.605853191570241
ENSG00000179344.17 67.6745349661586 2.23076587868345 0.817800493192447 2.72776294127093 0.0063765414846146 0.605853191570241
ENSG00000119714.11 5.99572596639136 -2.0134225448674 0.738643860113798 -2.72583670370888 0.00641387214323023 0.606806890895479
ENSG00000111077.18 321.157040111131 1.53540871498982 0.564449158293728 2.72018957319593 0.00652444998421314 0.612589965655959
ENSG00000225793.5 6.83946140959768 -2.91951697870227 1.07339006931374 -2.71990310155267 0.00653010488285262 0.612589965655959
ENSG00000076685.19 87.1177186158362 -1.17887631242547 0.43524792708676 -2.70851677644057 0.0067584695132124 0.621276229319838
ENSG00000160791.14 12.4360966502611 2.1488160394777 0.791848463036929 2.71367078397359 0.00665422588005695 0.621276229319838
ENSG00000167588.13 76.0475940186953 1.57253404878646 0.580931184512477 2.70691966744072 0.006791068810559 0.621276229319838
ENSG00000181722.18 869.49124205333 -1.43666048035223 0.530481159019939 -2.70822150028185 0.00676448590690398 0.621276229319838
ENSG00000188171.17 31.4820136903295 -1.56824015281028 0.579017861289068 -2.70844866394778 0.00675985691110058 0.621276229319838
ENSG00000197782.15 35.5382167396245 -1.91270106037734 0.706944025901698 -2.70559052810117 0.00681830611946388 0.621276229319838
ENSG00000290746.1 26.2328634298482 -1.24274692065309 0.458680687423572 -2.7093944757815 0.00674061435115375 0.621276229319838
ENSG00000089692.9 11.2409050814588 2.32716057224935 0.862067599338086 2.69951054190669 0.00694415557105876 0.630160860454487
ENSG00000144481.17 8.14936686010743 3.00450463827036 1.11357762727178 2.69806483597492 0.006974385568221 0.630331359098608
ENSG00000134028.14 4.41389269094696 3.92532597893735 1.45607149182212 2.69583327534641 0.00702128001663585 0.632000480201882
ENSG00000196139.14 6.67784954640931 2.66001086438768 0.98748270637394 2.69372906200586 0.00706575754118968 0.63343946537609
ENSG00000077984.6 2.51484240115208 3.75705403544517 1.3977958476322 2.68784174871419 0.00719154701110753 0.634915430585714
ENSG00000123136.15 56.5211515349304 -0.899904621885729 0.335043194436043 -2.68593613250519 0.00723269126187614 0.634915430585714
ENSG00000159713.11 111.965765569486 1.2278894570406 0.457766208342988 2.6823505856522 0.00731068008050838 0.634915430585714
ENSG00000162551.14 25.7000903076558 1.43309284313369 0.533985170284262 2.68376899375463 0.00727973869215598 0.634915430585714
ENSG00000164691.18 12.4619246718325 1.74833957214751 0.650316189971325 2.68844540411119 0.00717855734276603 0.634915430585714
ENSG00000172183.16 21.3124706426618 2.19703812447524 0.817522499991389 2.68743444308674 0.00720032347213331 0.634915430585714
ENSG00000172318.6 32.1626961231369 -0.995678850303055 0.370114629511862 -2.69019047319539 0.0071411246906697 0.634915430585714
ENSG00000177853.15 51.1263399134221 -1.10835386555961 0.413188076878073 -2.6824439706344 0.00730863934229254 0.634915430585714
ENSG00000132254.13 54.5858649607737 -0.835232725809731 0.311559027134251 -2.68081696586447 0.0073442674327693 0.635350575224746
ENSG00000104885.19 217.440302333437 -0.790007782813541 0.295647285716617 -2.67212932768399 0.00753715937993453 0.641221921457761
ENSG00000113396.13 1.6196594430724 -3.22581727375433 1.205289914553 -2.6763828642428 0.00744215751723377 0.641221921457761
ENSG00000129195.16 6.39217910825961 -3.24083879951071 1.21379846900235 -2.66999743554993 0.00758518262687856 0.641221921457761
ENSG00000155868.8 12.5656693607732 1.24945403687718 0.467512817540041 2.67255568189886 0.00752758805202377 0.641221921457761
ENSG00000161640.15 4.81062153175055 2.79185593573928 1.04516808927179 2.67120280880798 0.00755799665588429 0.641221921457761
ENSG00000170624.14 40.7446139922692 1.59640274207766 0.596919676853908 2.67440127035445 0.00748628157193972 0.641221921457761
ENSG00000080839.12 21.7777413206234 -1.41785715789113 0.533484648781745 -2.65772812981389 0.00786693268953149 0.641690604400189
ENSG00000104814.13 25.3940761740537 1.9053625921252 0.716243979680985 2.66021446068399 0.00780909102284065 0.641690604400189
ENSG00000105122.13 29.3263126636816 1.74768171521551 0.655936142464683 2.66440831976203 0.00771238857173406 0.641690604400189
ENSG00000113212.7 13.1459018769446 -1.90022332593909 0.71315906120573 -2.66451543464428 0.00770993282219183 0.641690604400189
ENSG00000130755.13 14.6575483277546 1.73588583177104 0.651221962879091 2.66558244457325 0.00768550844818623 0.641690604400189
ENSG00000132840.10 17.3597732699609 1.35109547950243 0.50870251534163 2.65596382710055 0.00790820967056411 0.641690604400189
ENSG00000166965.13 19.8539712583015 -1.33318141684174 0.500843403406099 -2.66187276856427 0.00777072448010358 0.641690604400189
ENSG00000171723.16 59.1448554532859 -1.46140703228071 0.548296471523243 -2.66535917734564 0.00769061339851738 0.641690604400189
ENSG00000187955.13 16.4788569423572 1.98555446130156 0.747338661051112 2.65683359470382 0.0078878367247338 0.641690604400189
ENSG00000290926.1 2.46456574363716 -2.464022103491 0.926437439781042 -2.65967457454371 0.00782161837678193 0.641690604400189
ENSG00000293442.1 9.98145609933318 3.57137069845408 1.34354412840045 2.65817149058286 0.00785659037262903 0.641690604400189
ENSG00000078081.8 3.21754959581191 2.8422332277426 1.07068745566704 2.65458721188797 0.00794055106928277 0.641971897903142
ENSG00000106462.12 12.5996821802276 -1.78366954015353 0.672392512030933 -2.6527207073827 0.00798459081631317 0.642230391155379
ENSG00000149573.9 5.56975172036968 2.3907526988899 0.90186777913022 2.65089046777522 0.0080279871613768 0.642230391155379
ENSG00000177738.6 17.3278889228579 -1.12357022640984 0.423862621028087 -2.65078865337218 0.00803040744574261 0.642230391155379
ENSG00000170743.17 27.8485042038409 1.41010421545193 0.532218031823714 2.64948598344183 0.00806143161021377 0.64240074906768
ENSG00000090659.18 11.0188685813053 2.80051811945751 1.05818560731554 2.64652826507631 0.00813227087265816 0.643433374775121
ENSG00000122679.8 18.3801076307486 2.25621741032347 0.852451164676495 2.64674095574696 0.00812715826214264 0.643433374775121
ENSG00000246022.4 7.47734278384596 -2.20223302738287 0.832522402031017 -2.64525377576665 0.00816296711486512 0.643571800938994
ENSG00000291101.1 14.73473836949 -1.44115990352316 0.545114804272359 -2.64377318727726 0.00819875746592137 0.64410945137749
ENSG00000085552.18 1.4185667165989 -3.56263654185373 1.3487454175295 -2.64144477938573 0.00825532633876783 0.645165652953234
ENSG00000168234.13 31.2696583691713 -1.22988216750685 0.46571744468116 -2.64083336699757 0.00827023843348499 0.645165652953234
ENSG00000075702.19 11.4392450993427 -1.37937671675319 0.524028057770771 -2.63225736923532 0.00848195824747837 0.647361169890449
ENSG00000100505.14 282.9688911181 -1.125940143575 0.428087560926743 -2.63016318703003 0.00853438905595272 0.647361169890449
ENSG00000104689.10 5.29582754873071 2.92807655602305 1.11208539035578 2.63296018580579 0.00846442690609183 0.647361169890449
ENSG00000105793.16 41.0270554052031 -1.30792569904867 0.497610953120169 -2.62841018841646 0.00857850045608291 0.647361169890449
ENSG00000119917.15 162.865561762372 1.38477524698417 0.527840087521705 2.62347494955511 0.00870378453559748 0.647361169890449
ENSG00000124181.15 273.204458947607 -0.980582190671875 0.373784747356052 -2.62338738433811 0.00870602212014772 0.647361169890449
ENSG00000128039.13 39.3007072443224 1.96587325554115 0.746422069188052 2.63372873966549 0.00844529288597893 0.647361169890449
ENSG00000134955.12 33.866765704762 1.43338192451519 0.543620179640584 2.63673420928354 0.00837083917997858 0.647361169890449
ENSG00000138135.7 19.0450936489606 2.20876558029883 0.841735377864887 2.62406171628606 0.00868880393683205 0.647361169890449
ENSG00000149295.14 2.41923159276122 -2.87252142094941 1.09483433099755 -2.62370418941114 0.00869792912333071 0.647361169890449
ENSG00000170312.17 7.24014037170527 -2.9134766047166 1.10559579587983 -2.63520955449914 0.00840853535514982 0.647361169890449
ENSG00000175928.6 57.4279361684112 -1.99771215576646 0.758116045696548 -2.63510074362163 0.00841123143450506 0.647361169890449
ENSG00000177425.11 24.7311900496468 1.96129581804129 0.74727289659815 2.62460451458871 0.00867496640815875 0.647361169890449
ENSG00000290545.1 1.89216864345357 4.19632582055781 1.596729805494 2.62807508579045 0.00858695594516882 0.647361169890449
ENSG00000134215.16 16.790909526293 -1.48617650319293 0.56862190829601 -2.61364622345727 0.00895817416374155 0.653653490408051
ENSG00000140876.11 5.59310940531117 2.37389525676914 0.906884082631287 2.61763912525775 0.00885403868393615 0.653653490408051
ENSG00000144285.23 69.7532415206101 1.69392308307264 0.647438686836327 2.61634517293043 0.00888766610153592 0.653653490408051
ENSG00000186185.14 11.4408326751519 -2.12548944575982 0.813253818301312 -2.61356220890478 0.00896037697673602 0.653653490408051
ENSG00000241839.10 86.2770488360087 1.10139145859939 0.421454898803051 2.61330799980589 0.0089670451389581 0.653653490408051
ENSG00000256751.6 7.93346064169793 -2.13816267883474 0.817179086473246 -2.61651664148987 0.00888320340480561 0.653653490408051
ENSG00000137815.15 118.519950811392 -1.17879978714181 0.451605622380666 -2.61024161065068 0.00904782947524086 0.657386904323628
ENSG00000163879.11 47.8645030902138 1.27632487205901 0.48949383483024 2.60743809470379 0.00912225637735662 0.660635589699575
ENSG00000166888.12 99.3765906250793 1.32157490549496 0.507758820959685 2.60276109629594 0.00924763696182855 0.6675412745855
ENSG00000134321.13 60.7448364607603 1.79939461015421 0.692840459740706 2.59712692129388 0.00940071806251282 0.676395354963908
ENSG00000139266.6 87.6081968983077 1.77694290433439 0.68537281082269 2.59266617565618 0.00952351604258844 0.680824219211797
ENSG00000185201.18 68.2615731157521 1.42411508489073 0.54922057897292 2.59297473440256 0.00951497603441281 0.680824219211797
ENSG00000076053.12 22.6062854369818 1.6070884262088 0.620762980162591 2.58889218198525 0.00962852364059159 0.681626762121222
ENSG00000108100.18 113.009050516272 1.00594466391532 0.388416557405193 2.58986040820585 0.00960148573397016 0.681626762121222
ENSG00000164466.13 100.71733580262 -1.04483556720618 0.403822980958235 -2.58736034469084 0.00967143916208955 0.681626762121222
ENSG00000197343.11 95.8544568346719 -0.959764655751053 0.370524217264488 -2.59028859931699 0.00958955001688279 0.681626762121222
ENSG00000243649.10 23.179039922138 1.89462572564871 0.732429243448151 2.58676963351318 0.00968803386094122 0.681626762121222
ENSG00000038382.23 460.927332112507 -1.40080454867479 0.543289567301982 -2.57837557167035 0.00992660426931804 0.682131971093132
ENSG00000136244.12 2.12357937871139 4.30840731192354 1.66797707351843 2.58301350799468 0.00979414882032806 0.682131971093132
ENSG00000138658.16 19.8164039479604 2.00609560565306 0.77755945828193 2.57998997283843 0.00988031839853043 0.682131971093132
ENSG00000150687.12 55.3868319304794 1.47908842420995 0.573826476761665 2.57758832000407 0.00994924524421416 0.682131971093132
ENSG00000185745.10 74.3116861113926 1.57781969601832 0.611874730141776 2.57866458327626 0.00991830396135406 0.682131971093132
ENSG00000224152.3 10.4320049929228 -1.64706563728346 0.638060134052646 -2.58136427803773 0.00984106784869504 0.682131971093132
ENSG00000277632.2 70.6512904751905 2.49442406901714 0.965956419493089 2.58233603367547 0.00981339814381628 0.682131971093132
ENSG00000278017.2 1.88415299573934 -4.12034158927114 1.59652867432578 -2.58081276931099 0.00985680237456374 0.682131971093132
