DF3VP_tumor_gDNA_2	DF4LAK_tumor_gDNA_2	DF5DS_tumor_gDNA_2	DF6SR_tumor_gDNA_	SK8DF_tumor_gDNA_	DF12GD_tumor_gDNA_2	DF19AE_tumor_gDNA_	MA23KB_tumor_gDNA_	UT25LM_tumor_gDNA_2	TX27DC_tumor_gDNA_2	LA33CA_tumor_gDNA_	DF2CAB_tumor_gDNA_2	DF10DL_tumor_gDNA_	DF11RCC_tumor_gDNA_	SK14JR_tumor_gDNA_	SF17LSM_tumor_gDNA_2	SF20LCK_tumor_gDNA_	SK21LS_tumor_gDNA_	DF22LM_tumor_gDNA_2	SF24RG_tumor_gDNA_	MA31PPD_tumor_gDNA_	SK30DC_tumor_gDNA_	UT34SJ_tumor_gDNA_
ENSG00000290788	2.35441812749403	7.57999414895209	14.2563729653039	0.839982701841625	1.74979054585003	10.1194795218537	21.5601996556807	0	9.02142626768693	0	23.3497788370963	0	5.99476156043988	7.05307543961289	0	0	0	0	2.89607283038118	5.35675232099724	0	0	12.5343104730923
ENSG00000067646	8.37209976752282	1.69953960138457	6.1040308850525	0	10.0399635435424	10.9102887730141	6.12977378236778	0	1.58928678305557	0	17.6813359368897	0	0	0	0	0	0	21.6798343009907	0	0	6.80657119470228	0	0
ENSG00000061455	0.986238595572879	0.432978015591675	0.81434048031626	0	2.19890122786639	0	0.521037631182595	4.61562345649089	0.404889793078597	0	14.3473757513011	0.766197405247437	3.45281264425453	2.95445194496407	1.80777180994473	14.9528760723219	8.73803437657247	0	1.81969725399964	0.961663610371875	0	72.4989121475114	1.31261951871464
ENSG00000162959	48.7054235971643	63.210177602559	21.2984711110405	93.3855225366486	31.2326948506199	81.2710432588403	42.1986334814869	69.6125021475017	63.717695987553	155.255323297918	28.3983347441191	19.3380459742853	48.4536876608998	72.4523038494628	19.1196042494619	71.5017754984964	18.3130460599541	33.8339092077523	61.2057768654368	45.7755416736815	34.1651084286965	18.446727409117	27.5173734435667
ENSG00000105738	81.4522182862404	215.881150266189	99.2170008150987	184.368527984076	70.5865703326466	165.477500375375	90.1818301190601	114.007276943493	108.244090487058	67.9315990935265	410.063563554286	263.443767599204	281.768239138216	126.269576306862	175.180406478915	197.445302871516	423.659864597916	273.38144746899	258.428993532207	173.613322147493	174.238923399676	232.569615958274	118.316320250994
ENSG00000149131	717.057398380551	94.7015584917748	587.237552842092	443.890454810322	228.439974248042	407.570659880884	200.878119838062	866.381296959343	357.53779185389	134.105325267391	190.710938223802	124.550260323226	84.1585087129366	608.332606029431	84.7155937137834	90.8170404898204	120.868048485179	414.861057626654	174.839695275579	264.842035260224	202.652786385573	186.181928203571	217.814136647965
ENSG00000090932	2.12340659764345	48.8906296008569	4.90477670178283	0	1.57810405304124	16.9996344240147	3.49806053759698	3.16493786061082	2.44802363234818	0	54.9454762179343	268.199362288175	208.260520731254	0	2.914681600303	5.08542673448296	45.0894145459756	105.19582725499	34.6488828216497	252.96777077977	54.5231849108077	0	44.4170296970335
ENSG00000155893	39.5534716317225	43.9494486137556	13.3995583807404	17.8713381544786	27.8658216562162	43.5228633227876	44.3434039539643	162.691898740531	33.9307458851582	23.8385196674971	39.41828978382	56.4602600029904	29.1626941151334	26.0384697970891	162.696968764845	66.1608174514669	69.8873269398458	30.6169287902327	16.8905897587554	53.0644534597383	25.2058151829157	76.6961984211031	19.7434380580289
ENSG00000180447	5.49364229748606	73.0435799808111	15.5524068712406	1.67996540368325	7.58242569868347	7.87070629477514	13.2678151727266	19.833733593447	20.6204028975701	0	49.1574291307291	186.570273118109	35.9685693626393	68.1797292495912	10.5493421902697	3.61724694731015	80.8345557416287	31.4153750639734	11.5842913215247	19.8965086208469	123.257803955004	7.27005632507422	29.2467244372153
ENSG00000244607	17.306429989682	3.02662007242121	11.3536087628441	0.40465416024502	11.4793529057636	16.789635468176	13.6123857045061	3.81887948975145	2.10084232247156	0	4.1771802836886	0	2.75506385294952	1.41600368805564	0	4.69273162282638	0.922869265273098	9.57386127217645	2.02655926706906	1.07098491087935	4.80016509555008	0	0
ENSG00000262633	10.946720548497	0	22.4148536007478	6.39073193401394	2.51766157698693	12.882876059645	3.06806941787011	15.1408479285212	0	7.24359358747365	0	0.751944033215547	10.6641786749838	19.8744456267528	0	0	0	12.9697270758695	12.7711802648171	12.6146697961609	0	0	0
ENSG00000283259	70.6325438248208	13.0927171663718	146.451831370849	41.9991350920813	99.1547975981684	22.4877322707861	35.6572532767026	1.46916545136645	12.2433642204323	23.4936000009901	206.461202349062	4.87765419916624	9.49170580402981	20.3755512699928	4.7951555410317	4.82299592974687	8.98161730462542	8.03649129543506	18.8244733974776	5.35675232099724	4.49845999835782	24.7181915052523	37.6029314192768
ENSG00000289008	0	2.06727113153239	0	0	0.583263515283344	2.24877322707861	1.65847689659082	0	0.644387590549066	0	3.68680718480468	6.0970677489578	2.49781731684995	0.783675048845876	1.91806221641268	0	42.6626821969707	0	0.724018207595294	0	0.899691999671564	2.90802253002969	0
ENSG00000291033	31.3415209400458	0	27.7188236127185	0	34.6615874293663	25.3722178473097	19.7233695735434	0	0	0	44.6556981013794	2.83617774464167	0	0	0	0	0	25.8227843347161	0	0	16.4312196310218	0	4.13943937373647
ENSG00000129824	105.326921610952	0.795764205404434	89.2913526383161	0	69.3683515239727	73.4139041228895	70.4255260914923	0	0	0	63.2157272970125	0	0	0	0	0	0	33.59582227068	0	0	133.218946741174	0	0
ENSG00000196878	11.5603700879934	8.04115530758289	4.1804811535207	7.50747894192712	8.73228021305145	21.6909876862565	2.02340607531576	18.6610977356546	17.7698479782807	6.31507089839003	0	16.4759225259395	2.95421438878945	44.259455751313	135.8829481677	27.5310729215447	25.1097430925932	10.4469836706356	8.75492001617866	5.60181033533055	9.90251520480514	31.3791003705612	5.61536328309799
ENSG00000168918	86.5983326431479	16.4778270358532	234.710778783579	158.490757296309	219.529232973122	269.598613704138	167.741965861775	82.131359114375	123.574447204417	119.00825418009	55.6787970175171	41.2932170064655	13.530369062521	156.531713715965	25.5611131367935	42.5898246395487	89.7331761090133	100.150140559567	54.424247418805	38.0250424450434	53.5504593652964	89.7722944630752	108.447914264677
ENSG00000157601	286.669289316968	101.465877867296	697.072860055119	161.460967569484	109.667954630272	450.805664569377	172.750061452532	45.2814010006865	180.686280095633	43.8639140792257	91.6056478444205	75.2745663150752	119.120212837043	423.825509013025	44.7102543577007	64.7416721476964	88.7745312525616	129.555514822831	90.7529430976261	28.362676378256	193.878898961109	63.5950327906848	78.7660246696001
ENSG00000164008	37.2537681444659	327.40311216346	20.334941285541	51.294942858052	45.335902362828	361.127671648468	23.5186180718808	33.3959403431784	30.3476091279914	42.1277317706617	23.1385945354348	28.3469025465389	31.8260380357943	30.3120400898702	991.761036789189	37.8643407205945	33.4924178806978	18.0133711764628	15.5793466367169	362.272102460115	24.7788326975737	14.9918118223063	13.1109979122988
ENSG00000183856	6.49537612344613	112.696276740667	25.3167520025543	0.794302355726515	5.31006041781863	5.58353037639171	8.9220519769759	38.9101273025809	5.86653707740637	0	148.535081072452	12.11083894927	73.7644306536814	84.9668037957703	5.55613386900108	0	34.1520866797395	27.8146494929793	27.5644471244074	39.0986372455453	43.1880721817897	157.440105342154	15.5608627919664
ENSG00000187474	13.3898412185917	7.08568023671041	108.943795293653	75.0473498033928	18.7968169346114	36.2355758325786	83.3308558511092	48.7591548571391	62.4563385146591	0	1.40408055643266	9.24658970346786	14.9338823869438	56.4534120259982	3.63607865927106	8.26553576351886	19.1548011678623	45.7044316571772	22.6466522629261	18.1336036431448	16.2027243398756	6.8909382680873	51.482915029964
ENSG00000198692	27.2181291640835	0.274600793776343	32.9855484546939	0.334731008186326	21.0015947317157	20.9214272597821	9.05499842350098	0	0	0	12.1274144056748	2.3276604424879	0	0.312292549138836	0.382171500708456	0	0	31.5131672649254	0	0	3.8163654404316	0	0
ENSG00000141449	18.0722101335608	0	13.1873408615683	7.21529045484736	88.1182364305454	56.0126551253887	9.61560530774768	4.07013140184525	2.76758296398073	61.4920312821807	1.89374755714128	3.6977370595406	0	0	3.66128597953891	17.94019691202	0	0.697292124332695	0.548876334543131	0	0	6.48472586556864	10.2486280787984
ENSG00000157330	10.8950523623792	0.597892610977438	37.1088336345984	1.45763013797139	34.6153896632345	2.9267385108643	21.6022555627239	0	0	0	6.39775230332543	1.05803008617312	7.50881784003666	10.1993919077395	0	0	0.649411988001064	1.90170018708631	10.6793645141686	3.98383899077313	11.6716100952683	0	10.8754553303376
ENSG00000197121	48.5704287112127	157.436327273327	20.5007142393011	31.3995819729769	24.9530955547392	35.1347188535392	15.1195243835996	41.2524565107255	33.8220211497379	0	140.799694295333	79.85349813033	213.38614739908	96.6063366571081	53.8867669834417	85.1179959822612	121.284324394085	101.759547756494	50.9812960504255	95.5534789304686	47.0243856416855	56.329249437532	70.3953094695411
ENSG00000068654	150.541600826286	136.069031206765	86.8891868083242	96.7071810582634	60.8059769839823	93.2442633905261	145.214196666272	123.064004399551	104.415412684046	362.811950726382	264.474771663058	203.207280618846	198.023816874111	112.415701255959	432.680902932883	73.6652860612152	154.381357158962	89.5173414797227	140.899927604558	142.386882515647	127.54282448195	967.000296224291	135.891076995854
ENSG00000270641	18.8353450199522	113.010821857104	20.7365424949875	45.3590658994478	32.0794933405839	24.7365054978647	27.3648687937485	30.8524744786954	44.4627437478856	11.746800000495	70.049336511289	71.945399437702	40.4646405329692	72.8817795426665	48.9105865185233	84.4024287705702	60.6259168062216	20.4565232974711	19.5484916050729	42.854018567978	22.4922999917891	125.044968791277	33.424827928246
ENSG00000276070	2.26001582817071	0.566563674546402	23.9927887870622	117.575709104587	2.51944691774884	72.6211100921985	13.2284003247483	0	4.47860297035395	16.3052972160976	2.11706939094888	8.33819523312318	4.85397855053738	6.96555358482888	1.65210869653248	2.80841767530419	0.42979164454294	1.80205312141223	1.42073509834896	1.54335854114458	12.4876974813441	0	0
ENSG00000150873	24.9622506385402	26.8493437561654	54.6202448930049	32.060699230096	22.7259633002231	22.3520358390484	42.7224310936393	17.7899705129721	17.9339775862266	9.34073356774345	30.29369679263	10.6660867510481	4.36963099095392	24.4929340721074	10.6763337167381	18.2167926487934	11.9032267293227	11.2883931294812	7.48435278337517	0.608506100344872	24.3239546850785	2.31237985330965	8.30578360203042
ENSG00000108691	115.096086384237	42.2196687375722	73.7989384913508	116.326772842329	7.26132622198721	26.6460450073753	40.4926440711837	159.835937865392	100.182741829431	51.8645252161948	10.0215292566549	11.3202429299166	6.61702468126228	287.620575809521	3.03692376343781	1.33090710877335	8.58032982369448	73.1472574482935	50.7126104219562	33.2360107298797	9.93081060412371	31.3723197874822	77.1676499370034
ENSG00000102882	325.758456459368	189.242698557588	381.549555664745	622.944652215016	527.238919313039	510.058692488763	304.345487006208	201.390012363628	371.616843875894	675.284185755311	344.43664665685	185.36658065818	134.69458925148	133.796717055163	308.041849398946	311.525641313517	183.793979602405	130.535327228279	179.666615693518	167.166720954964	500.950076825426	237.219725182855	264.56154946084
ENSG00000169840	0	0.689090377177463	0	0	0	1.12438661353931	0	0	0.644387590549066	0	0	32.9241658443721	60.9467425311387	0	0.95903110820634	0	11.9754897395006	9.49767153096871	3.62009103797647	81.8817854781007	64.7778239763526	0	16.712413964123
ENSG00000176728	34.76483828547	0.529150102470864	13.5180302859117	37.0178796008206	25.5143768728296	45.7696291915208	8.95614833834979	0.564083518566535	0	0	59.8367458354096	0	2.82849179726938	0.690728238587311	0.845286409331735	1.0627426151228	1.50983962535398	19.5569908946332	4.55966397605953	0.674488762125144	7.57117972701501	5.12624022647596	0
ENSG00000187688	12.517211071244	4.0791914386187	13.6803798004759	43.5530047847813	5.74623494380348	8.70359920362228	15.1720166431202	48.4160432493455	18.9628966715346	40.8309020972787	4.00567665379284	3.432428821207	1.75772611144333	37.3684920038862	2.02462447018336	11.3072076361475	3.68690436479047	14.9094740535471	7.64242665025387	23.3812792116137	8.23052887909289	6.13916850429827	46.177357979569
ENSG00000197635	4.03689093270039	8.3193778957645	7.03075218453394	0.375653392751156	5.21410501474567	3.15670114478986	13.0467928270161	5.88754258755508	4.31307678691223	0	0	5.85345403271937	1.98760391263219	128.858423039062	4.35297331551871	2.48606842903293	71.2025440874436	7.22032634441456	11.3074921532561	1.78244441818012	6.47808009585804	49.589732497557	10.6233620646727
ENSG00000067048	103.153114004213	0	73.8209197709933	0	62.2083525740678	95.8429027667995	87.5011679884501	0	0	0	19.7918476284263	3.24928867604108	0	0	0	0	0	78.2243560689807	0	0.449450186301004	33.3056551437502	0	0
ENSG00000090889	0.740037164674678	33.1388591921395	1.22210228404822	3.96033149202103	0.549991532601594	3.18073958312025	4.69160967335943	39.3359183352182	3.03814407406712	0	13.9059802702883	16.0979377823571	62.4734015783355	44.3382412802203	2.71297093951835	0	14.1154422120055	26.8676444758922	19.1160743804348	58.148325384902	16.9673901693774	24.6792222314578	17.7289452706071
ENSG00000114648	48.1295641409351	18.8215811078703	22.2474621923392	33.1466008529012	71.6327097252433	37.193922942427	16.5171722683372	62.435517634497	19.8205521537811	0	18.5603544427689	82.1838143149748	32.135513759403	25.7327363722889	129.883913598576	56.760404136818	67.8973029080451	37.3363119028607	18.4403000912736	125.280452645019	34.3351264182214	111.323425694807	12.621833186308
ENSG00000128606	0	44.3118728641291	2.93763858204082	12.5133284768843	2.48255723066708	3.39810193949721	8.82376426700914	28.8270064321689	4.57120161056931	0	9.54618808809523	92.4352664978974	16.796212810929	50.4057606173527	3.62295920903923	5.75189994821976	17.4993432116914	10.9382222844122	4.62248174959259	1.62857584447843	14.2740002433562	26.7319181064854	22.9392890478557
ENSG00000148204	207.747305523668	244.968433147659	263.579860161291	147.816530548074	166.863754142557	143.450680723276	149.523698590793	43.4379276922371	108.625890735068	108.136052779248	209.048002266702	113.234348157502	30.8950058916881	47.054186821177	52.0820063905475	89.8249418400106	41.7555177779215	31.6680618615928	131.895571724203	111.095592289126	75.3461425351794	78.8055829717812	231.2353726176
ENSG00000153179	44.4401552347862	14.3074041405187	130.876634883934	82.612369595659	49.5415168048569	62.607974957796	78.7340670404488	74.1799383032364	66.2881112765152	66.5170229668958	19.716965230196	16.1116875421243	25.9307654010054	61.3869549054325	38.9191304959242	58.566712037815	35.3187466484052	84.3297165867528	50.2700062001336	26.7218935298752	30.5673886008601	28.8170184618488	115.643063100322
ENSG00000177084	26.7850694446233	88.2442688392937	34.0846403253757	18.5813682255286	42.6489079144689	23.4755015960544	40.7520557124776	108.252647870941	16.1145113347123	57.454905167784	200.283296684325	44.3423208932607	181.549311511977	110.707140505493	112.990623265307	51.3788527837846	67.4392962437682	96.556670412953	43.9847926043649	50.6697102735828	32.9265534844795	82.1106378062573	26.4764112413887
ENSG00000185811	33.5275580516643	13.1100180381202	66.0008318982578	61.0224841961292	37.1945698176948	74.9415617137895	45.1884584527412	21.6032543155225	48.8342104295973	0	16.8585845387	6.67829546353978	17.7415184968302	102.414123550571	17.4721574513997	41.6589132666374	24.9169493785345	24.7315390104914	38.383641681933	28.3491640981265	10.6758035468794	17.1675883390137	90.5158513198406
ENSG00000187391	135.267752382335	106.660509892064	127.161537841051	100.049918492581	228.784388567059	215.969102114622	100.066583281479	147.411354054056	100.123299143491	230.453764230779	237.288167907089	351.000509768826	349.005775659778	173.800440884685	273.077061591503	225.692476259105	416.828640200997	307.569202011486	104.95813070599	234.436400841021	61.3282292257422	262.289747989138	189.085163412338
ENSG00000211896	3.28244143850178	2.16158390076921	905.8629819436	14.0528684991955	7.92835011772434	6.68555619369025	1953.10312092024	68.7713926236411	0.673785755695153	0	6.11407816512577	0.47255800981228	107.605023169226	41.2987305542542	4.01113559264774	4.30160007981119	3.21840715640187	365.154239515548	6.05639416148253	4.90838306714154	47.9776190632847	1.72909814141532	240.279400573636
ENSG00000104219	242.592017325656	44.5057686525508	111.24535748909	26.1903016887818	67.5476551552451	148.702083804722	58.4822272187708	38.1732924555682	203.969088056224	61.043367364636	4.56162986181297	21.7261676477107	47.8411098701107	87.1883071298433	55.5326202332446	77.8748144549364	31.6715285621938	13.0168500941095	87.6108634565419	51.69705302571	80.5752645434373	21.5883094724593	66.6865916676854
ENSG00000126787	1.96769188072396	22.9745864921007	0	0	0.48745924521364	1.87939974163456	2.77212572030564	17.0758471771639	0.538543351818416	0	4.1083048524075	8.15294484237942	47.3087685484487	35.8085648974803	0	0	16.7644062445119	9.15879953148159	23.4362904788105	16.6283966347409	7.5191259455274	34.7176799021639	10.4754804001735
ENSG00000188517	2.58313387656341	4.21056775601345	0	0.416767649089952	5.37255033234874	5.80215398476236	1.96777047463113	20.4628717397327	2.17906481571444	0	1.21950286173766	4.01361391150988	0.991457989520363	9.54251724892547	6.49070518864898	4.07736775621732	32.6397306354282	1.20234298724243	0.359230452741757	2.33796500292864	0	36.7634384112554	0
ENSG00000112799	9.6268400654595	0.704395151212519	50.3431206074181	69.5497437084478	17.2903180249019	39.0782184260382	23.7343659448315	11.2634683476899	17.1261872785549	0	2.4235830771696	6.23248430281601	5.61724705891726	16.8226917384644	2.94099388783893	4.93011520658124	12.2414667005676	12.8924471991537	5.9207898610764	8.60471289344313	23.9115307392307	2.97261003434698	17.083598539866
ENSG00000146648	129.272682933207	581.147666992417	1040.02314869956	20.609043092539	124.47308145487	334.795369066152	100.471324797669	206.344425299172	113.039742142312	181.275797985306	21320.4085354411	1534.72569292559	152.774863752917	220.467758921479	77.9663891424798	162.878542919006	13557.7786886155	93.7355048312422	438.475619552786	259.122609535233	1818.55933067143	60.4675038638889	608.190156791098
ENSG00000227028	0.512613457854352	0	0	0.496656759557282	0.730985127995087	0	0.808803367783465	0	0	0	0	73.9531488396124	0	1.81465384647736	1.40277129687274	0	4.64054924097901	0.961343357672713	1.41872560931209	0	0.877520718917477	0	0
ENSG00000234545	15.9022842298072	71.461783322161	38.747082013637	38.7794058573157	36.5676035668085	76.2960089883961	38.4318457423939	28.5950118712141	36.5995348740616	8.24604818331346	170.657033725143	204.648403601746	67.2856890114423	42.2492275485837	47.32726203162	48.2620083649718	77.0215030634679	45.1291869678343	53.5749605925794	31.7988185183034	51.1670285946458	125.218549571949	53.328553500632
ENSG00000171320	3.9588987795533	21.0720316096089	1.84606269698047	1.19646617644462	3.39969284895714	3.25554421435516	4.89612551069454	36.0864120476697	3.27317912539215	8.55863407220244	7.05919632200503	42.758279001701	35.3236432211746	35.4408499891929	0	0.878500044537356	47.5727580276178	4.23988295867529	15.2218351408585	23.9515987455167	17.396117091389	6.27313063087374	7.56805842720883
ENSG00000163395	1.01929001216406	16.5570646333767	0	0.545476163545164	5.30271494326149	5.84132120768934	14.9373062320463	0	4.3479338362841	0	7.98058275283064	76.5145408192129	0.324411396626327	32.102890789967	3.11392489677421	1.56600208003349	32.5730159135405	11.9732799478791	7.38123284305467	24.2542071485796	0	6.60954016549381	31.2020025759243
