ensgene baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000236824 6294.63241527259 3.36998291453178 0.614338825387952 5.4855444182673 0.0000000412197963006449 0.0000918325536832993
ENSG00000132321 12.8958682894329 2.49251464648871 0.465593432914464 5.35341452495664 0.0000000863098152327121 0.000127708511117305
ENSG00000164530 19.4800912769804 2.23449192624043 0.421428542505804 5.30218459564745 0.00000011442504950281 0.000127708511117305
ENSG00000237973 299.004721689088 3.34164247570452 0.625946323134778 5.3385447796376 0.0000000936955668585337 0.000127708511117305
ENSG00000289685 10.0754444492684 5.32554741959299 1.00133545245531 5.31844488930711 0.000000104657909804904 0.000127708511117305
ENSG00000078804 1466.18771686569 2.40619378070091 0.464937077845596 5.17531058579069 0.000000227532160139833 0.000213437141588013
ENSG00000151150 283.930302300592 1.86574454305164 0.373494094632833 4.9953789627806 0.000000587203433000377 0.000411649163304611
ENSG00000262902 28.4835714324554 3.41630098228564 0.682437094021457 5.00603061031473 0.0000005556392480514 0.000411649163304611
ENSG00000165125 6.73783608805774 3.78641869347064 0.765039686666361 4.94931015928057 0.000000744769813913857 0.000488720883444334
ENSG00000160781 351.153653379115 1.88705764680044 0.385285331287233 4.89781856084633 0.000000969064507284 0.000575721223777425
ENSG00000113578 365.59725418015 1.47096865234274 0.307454930665491 4.78433911974937 0.0000017155083752202 0.000835639392697838
ENSG00000099204 254.109256439853 1.05586768639535 0.223066994026835 4.73341065540306 0.00000220778169846462 0.000959738858822803
ENSG00000180071 34.594938437734 2.4862525275968 0.529278609674344 4.69743625030785 0.00000263447371719911 0.00104342722359199
ENSG00000154493 40.7748775105485 1.68745015136237 0.365762076688109 4.6135186201966 0.00000395908777393799 0.00140034703029845
ENSG00000166535 8.87658604487929 2.55828518936751 0.554188192278645 4.61627516611037 0.00000390688856294032 0.00140034703029845
ENSG00000072952 196.026466382038 1.86831792549195 0.408188578229493 4.57709506129674 0.00000471477246364382 0.00155613684480599
ENSG00000121671 87.87497006669 1.46894880950953 0.324520263841913 4.52652414403656 0.00000599617515163481 0.00172370693109011
ENSG00000124374 215.550398820574 2.27975779378489 0.505635541696715 4.50869768002247 0.00000652267766132823 0.00181646381184145
ENSG00000175793 9.95944315382313 3.40833092845255 0.758034912628535 4.49627170420679 0.00000691553561078138 0.00188146369381147
ENSG00000105963 219.955386146975 1.93175560149324 0.43065407862635 4.48563173407047 0.00000726982130299197 0.00190544154534156
ENSG00000283462 5.17110443611262 3.22860048471461 0.722614731122964 4.46794169238327 0.00000789758241598412 0.00203419840635503
ENSG00000230417 6.12791413939226 2.15639740493525 0.494550041348151 4.36032195863713 0.000012987121528131 0.0026676258784063
ENSG00000129993 59.048997804307 3.01407313292642 0.692693606492361 4.35123567573979 0.0000135372447986874 0.00270856714885406
ENSG00000175764 95.2504295210379 1.16012549919776 0.266924216601614 4.34627293831961 0.0000138470250137686 0.00270856714885406
ENSG00000183111 81.1164614630098 1.49162626180312 0.344922473445591 4.32452616642391 0.0000152860060471584 0.00283794256019275
ENSG00000158987 89.3258056311392 1.75606769897986 0.407940910867329 4.3047109328806 0.0000167203914996655 0.00303181975276895
ENSG00000168314 1317.74951904481 2.4883724810798 0.58172646141612 4.27756453612623 0.0000188949188693908 0.00306149217281047
ENSG00000100033 160.035770699889 1.92270957416946 0.452601523654046 4.24812881460628 0.0000215563442479337 0.00332006334400513
ENSG00000145794 71.0950935555646 1.59513504424064 0.378465423359746 4.21474445427583 0.0000250061169266922 0.00374524388222215
ENSG00000227392 8.88674275101001 2.59692654581823 0.622583675280751 4.17120886545436 0.000030298798391474 0.00425209042308064
ENSG00000143469 29.8821027809579 1.33241832686119 0.319888616553686 4.16525708609445 0.0000311001906433961 0.00426383613720961
ENSG00000101327 13.6008483511973 4.00508465463386 0.971579243355158 4.12224188816868 0.0000375202911931478 0.00488119817471149
ENSG00000251442 77.3735125504098 1.18422507400441 0.288870339290216 4.09950387053989 0.0000414036746403021 0.0051245673132924
ENSG00000147488 130.415742142374 2.43109669186396 0.597121045655259 4.07136326805591 0.0000467387943038909 0.00566684034611053
ENSG00000111846 11.8872364409764 1.71898228027793 0.423641254451582 4.05763664944107 0.0000495718127256329 0.00585111535237719
ENSG00000232177 17.3130992143353 2.38387644158523 0.592670649846542 4.02226167636693 0.0000576419669076203 0.00654364825601603
ENSG00000210174 11.9116286475767 3.41786404944117 0.853553323579814 4.00427712601083 0.0000622074070800565 0.00688647587818538
ENSG00000138101 45.035118923182 1.21182434265623 0.30382290144184 3.98858788098371 0.0000664677793438452 0.00703474937112702
ENSG00000180354 2175.36066731242 1.8334189559238 0.459725378409697 3.98807427657364 0.0000666118098365607 0.00703474937112702
ENSG00000180730 5.31567242971819 2.36107936057219 0.591902840822807 3.98896440045809 0.0000663623789645504 0.00703474937112702
ENSG00000197971 11736.5471843676 2.20246367625718 0.552081396867542 3.98938216131489 0.000066245618858041 0.00703474937112702
ENSG00000168309 2057.20492785551 1.54915973462032 0.391998773275727 3.95195046574971 0.0000775167885038045 0.00767545400835171
ENSG00000141542 202.970560355877 1.47578136169673 0.37399790739989 3.94596154817192 0.0000794803691271956 0.00782640120969065
ENSG00000279419 7.36434049463567 2.41643883200077 0.615347386623939 3.92695066969959 0.000086029617032733 0.00837872057035192
ENSG00000070759 15.5629857645151 1.46251300425562 0.372686694100918 3.92424260754421 0.0000870030241716116 0.0084109579575575
ENSG00000122367 72.4782158216467 1.867535215128 0.476792012211493 3.91687605349313 0.0000897038395519724 0.0085136640028475
